Date,Time (UTC),Active Power L1 (W),
6/7/2022,09:03:14:961,14.72263718,
6/7/2022,09:03:15:011,14.35696507,
6/7/2022,09:03:15:061,14.44900513,
6/7/2022,09:03:15:111,14.31840801,
6/7/2022,09:03:15:161,14.39801025,
6/7/2022,09:03:15:211,14.35820866,
6/7/2022,09:03:15:261,14.41915417,
6/7/2022,09:03:15:311,14.57835865,
6/7/2022,09:03:15:361,14.53606987,
6/7/2022,09:03:15:412,14.78109455,
6/7/2022,09:03:15:461,14.73880577,
6/7/2022,09:03:15:511,14.84452724,
6/7/2022,09:03:15:561,14.6243782,
6/7/2022,09:03:15:611,14.54228878,
6/7/2022,09:03:15:661,14.43532372,
6/7/2022,09:03:15:711,14.31343269,
6/7/2022,09:03:15:761,14.35323429,
6/7/2022,09:03:15:811,14.37064648,
6/7/2022,09:03:15:861,14.45024872,
6/7/2022,09:03:15:911,14.66044807,
6/7/2022,09:03:15:961,14.58084583,
6/7/2022,09:03:16:011,14.61442757,
6/7/2022,09:03:16:061,14.78358173,
6/7/2022,09:03:16:111,14.61069679,
6/7/2022,09:03:16:161,14.44651699,
6/7/2022,09:03:16:211,14.59328365,
6/7/2022,09:03:16:261,14.63432789,
6/7/2022,09:03:16:311,14.78606987,
6/7/2022,09:03:16:361,14.735075,
6/7/2022,09:03:16:411,14.66791058,
6/7/2022,09:03:16:461,14.51119423,
6/7/2022,09:03:16:511,14.25373173,
6/7/2022,09:03:16:561,14.38557243,
6/7/2022,09:03:16:611,14.39179134,
6/7/2022,09:03:16:661,14.40547276,
6/7/2022,09:03:16:711,14.49875641,
6/7/2022,09:03:16:761,14.43656731,
6/7/2022,09:03:16:811,14.49129391,
6/7/2022,09:03:16:861,14.36567211,
6/7/2022,09:03:16:911,14.44154263,
6/7/2022,09:03:16:961,14.48258686,
6/7/2022,09:03:17:011,14.65298462,
6/7/2022,09:03:17:062,14.77985096,
6/7/2022,09:03:17:112,14.77985096,
6/7/2022,09:03:17:161,14.83955193,
6/7/2022,09:03:17:211,14.71019936,
6/7/2022,09:03:17:261,14.61815929,
6/7/2022,09:03:17:311,14.49502468,
6/7/2022,09:03:17:361,14.41044807,
6/7/2022,09:03:17:411,14.3905468,
6/7/2022,09:03:17:462,14.31840801,
6/7/2022,09:03:17:511,14.50373173,
6/7/2022,09:03:17:561,14.27860737,
6/7/2022,09:03:17:611,14.40795994,
6/7/2022,09:03:17:661,14.38681602,
6/7/2022,09:03:17:711,14.54601955,
6/7/2022,09:03:17:761,14.66169167,
6/7/2022,09:03:17:811,14.79353237,
6/7/2022,09:03:17:861,14.87935352,
6/7/2022,09:04:17:861,14.25248718,
6/7/2022,09:05:17:861,14.62935352,
6/7/2022,09:06:17:861,14.60572147,
6/7/2022,09:07:17:861,14.58706474,
6/7/2022,09:08:17:861,14.4303484,
6/7/2022,09:09:17:861,14.74129391,
6/7/2022,09:10:17:861,14.67288589,
6/7/2022,09:11:17:861,14.30970192,
6/7/2022,09:12:17:861,14.45398045,
6/7/2022,09:13:17:861,14.65547276,
6/7/2022,09:14:17:861,14.69278622,
6/7/2022,09:15:17:861,14.42537308,
6/7/2022,09:16:17:861,14.61442757,
6/7/2022,09:17:17:861,14.79353237,
6/7/2022,09:18:17:861,14.65795994,
6/7/2022,09:19:17:861,14.63059711,
6/7/2022,09:20:17:861,14.40547276,
6/7/2022,09:21:17:861,14.64427853,
6/7/2022,09:22:17:861,15.17661667,
6/7/2022,09:23:17:861,15.02860737,
6/7/2022,09:24:17:861,14.55348301,
6/7/2022,09:25:17:861,14.78233814,
6/7/2022,09:26:17:861,14.76119423,
6/7/2022,09:27:17:861,14.52985096,
6/7/2022,09:28:17:861,15.0547266,
6/7/2022,09:29:17:861,14.81343269,
6/7/2022,09:30:17:861,14.85696507,
6/7/2022,09:31:17:861,14.61318398,
6/7/2022,09:32:17:861,14.90547276,
6/7/2022,09:33:17:861,14.85074615,
6/7/2022,09:34:17:861,14.83830833,
6/7/2022,09:35:17:861,14.92039776,
6/7/2022,09:36:17:861,14.55223846,
6/7/2022,09:37:17:861,14.72014904,
6/7/2022,09:37:45:271,172.2649231,
6/7/2022,09:37:45:321,1000.415405,
6/7/2022,09:37:45:371,1393.76001,
6/7/2022,09:37:45:421,1451.521118,
6/7/2022,09:37:45:471,1363.528564,
6/7/2022,09:37:45:521,1103.603271,
6/7/2022,09:37:45:571,897.5758667,
6/7/2022,09:37:45:621,839.9552002,
6/7/2022,09:37:45:671,833.3818359,
6/7/2022,09:37:45:721,833.3569946,
6/7/2022,09:37:45:771,835.7474976,
6/7/2022,09:37:45:821,834.7698975,
6/7/2022,09:37:45:871,835.5684204,
6/7/2022,09:37:45:921,833.2375488,
6/7/2022,09:37:45:971,830.3930054,
6/7/2022,09:37:46:021,823.5758667,
6/7/2022,09:37:46:071,813.7350464,
6/7/2022,09:37:46:121,798.3034668,
6/7/2022,09:37:46:171,777.4054565,
6/7/2022,09:37:46:221,746.1069946,
6/7/2022,09:37:46:271,699.4477539,
6/7/2022,09:37:46:321,620.065918,
6/7/2022,09:37:46:371,485,
6/7/2022,09:37:46:421,340.0049744,
6/7/2022,09:37:46:471,253.1492462,
6/7/2022,09:37:46:521,213.3681641,
6/7/2022,09:37:46:571,193.5410461,
6/7/2022,09:37:46:621,182.8320923,
6/7/2022,09:37:46:671,175.3557281,
6/7/2022,09:37:46:721,170.4875641,
6/7/2022,09:37:46:771,166.4427795,
6/7/2022,09:37:46:821,164.1504974,
6/7/2022,09:37:46:871,161.2947693,
6/7/2022,09:37:46:921,159.9589539,
6/7/2022,09:37:46:971,158.0883026,
6/7/2022,09:37:47:021,157.7189026,
6/7/2022,09:37:47:071,156.3669128,
6/7/2022,09:37:47:121,155.9925385,
6/7/2022,09:37:47:171,155.1666718,
6/7/2022,09:37:47:221,154.9378052,
6/7/2022,09:37:47:271,154.2537384,
6/7/2022,09:37:47:321,153.7388,
6/7/2022,09:37:47:371,153.3557281,
6/7/2022,09:37:47:421,152.8892975,
6/7/2022,09:37:47:471,152.6716461,
6/7/2022,09:37:47:521,152.526123,
6/7/2022,09:37:47:571,152.6293488,
6/7/2022,09:37:47:621,152.2910461,
6/7/2022,09:37:47:671,152.4104462,
6/7/2022,09:37:47:721,151.8793488,
6/7/2022,09:37:47:771,152.2612,
6/7/2022,09:37:47:821,152.1592102,
6/7/2022,09:37:47:871,152.4875641,
6/7/2022,09:37:47:921,152.3843231,
6/7/2022,09:37:47:971,152.5136871,
6/7/2022,09:37:48:021,152.0783539,
6/7/2022,09:37:48:071,152.2151794,
6/7/2022,09:37:48:121,152.1318359,
6/7/2022,09:37:48:171,152.0509949,
6/7/2022,09:37:48:221,151.9912872,
6/7/2022,09:37:48:271,151.7922821,
6/7/2022,09:38:48:271,162.5074615,
6/7/2022,09:39:48:271,152.2835846,
6/7/2022,09:40:48:271,148.842041,
6/7/2022,09:41:48:271,145.2251282,
6/7/2022,09:42:48:271,143.8022461,
6/7/2022,09:43:48:271,144.1355743,
6/7/2022,09:44:48:271,144.5796051,
6/7/2022,09:45:48:271,143.3544769,
6/7/2022,09:46:48:271,143.6803436,
6/7/2022,09:47:48:271,143.1703949,
6/7/2022,09:48:48:271,144.7039795,
6/7/2022,09:49:48:271,144.815918,
6/7/2022,09:50:48:271,145.7661743,
6/7/2022,09:51:48:271,144.7014923,
6/7/2022,09:52:48:271,145.853241,
6/7/2022,09:53:48:271,144.9303436,
6/7/2022,09:54:48:271,144.2897949,
6/7/2022,09:55:48:271,143.3296051,
6/7/2022,09:56:48:271,141.0310974,
6/7/2022,09:57:48:271,138.6666718,
6/7/2022,09:58:48:271,137.6716461,
6/7/2022,09:59:48:271,136.0348206,
6/7/2022,10:00:48:271,135.1965179,
6/7/2022,10:01:48:271,134.9029846,
6/7/2022,10:02:48:271,133.592041,
6/7/2022,10:03:48:271,134.0758667,
6/7/2022,10:04:48:271,133.5982513,
6/7/2022,10:05:48:271,133.2612,
6/7/2022,10:06:48:271,132.5858154,
6/7/2022,10:07:48:272,132.0970154,
6/7/2022,10:08:48:271,131.7723846,
6/7/2022,10:09:48:271,131.6019897,
6/7/2022,10:10:48:271,131.5883026,
6/7/2022,10:11:48:271,130.0783539,
6/7/2022,10:12:48:271,130.4278564,
6/7/2022,10:13:48:271,130.5621948,
6/7/2022,10:14:48:271,130.1803436,
6/7/2022,10:15:48:271,130.0037384,
6/7/2022,10:16:48:271,129.7922821,
6/7/2022,10:17:48:271,129.656723,
6/7/2022,10:18:48:271,129.2599487,
6/7/2022,10:19:48:271,129.3246307,
6/7/2022,10:20:48:271,128.4589539,
6/7/2022,10:21:48:271,128.2549744,
6/7/2022,10:22:48:271,128.2686615,
6/7/2022,10:23:48:271,128.2612,
6/7/2022,10:24:48:271,127.711441,
6/7/2022,10:25:48:271,127.7475128,
6/7/2022,10:26:48:271,126.9042282,
6/7/2022,10:27:48:271,126.9539795,
6/7/2022,10:28:48:271,126.1007462,
6/7/2022,10:29:48:271,126.723877,
6/7/2022,10:30:48:271,125.5534821,
6/7/2022,10:31:48:271,125.2400513,
6/7/2022,10:32:48:271,126.2325897,
6/7/2022,10:33:48:271,125.756218,
6/7/2022,10:34:48:271,125.538559,
6/7/2022,10:35:48:271,125.2263718,
6/7/2022,10:36:48:271,124.6082077,
6/7/2022,10:37:48:271,124.5211411,
6/7/2022,10:38:39:858,23.52985001,
6/7/2022,10:38:39:907,15.98258686,
6/7/2022,10:38:39:957,14.68159199,
6/7/2022,10:38:40:007,14.45522404,
6/7/2022,10:38:40:057,14.34950256,
6/7/2022,10:38:40:107,14.29477596,
6/7/2022,10:38:40:157,14.28233814,
6/7/2022,10:38:40:207,14.1878109,
6/7/2022,10:38:40:257,14.34950256,
6/7/2022,10:38:40:308,14.37313461,
6/7/2022,10:38:40:357,14.25124359,
6/7/2022,10:38:40:407,14.23009968,
6/7/2022,10:38:40:457,14.1169157,
6/7/2022,10:38:40:507,14.37064648,
6/7/2022,10:38:40:557,14.44776154,
6/7/2022,10:38:40:607,14.48880577,
6/7/2022,10:38:40:657,14.49626827,
6/7/2022,10:38:40:707,14.4925375,
6/7/2022,10:38:40:757,14.54975128,
6/7/2022,10:38:40:807,14.45771122,
6/7/2022,10:38:40:857,14.41044807,
6/7/2022,10:38:40:907,14.3121891,
6/7/2022,10:38:40:957,14.35323429,
6/7/2022,10:38:41:007,14.32587051,
6/7/2022,10:38:41:057,14.26119423,
6/7/2022,10:38:41:107,14.24626827,
6/7/2022,10:38:41:157,14.14676571,
6/7/2022,10:38:41:207,14.27611923,
6/7/2022,10:38:41:257,14.23009968,
6/7/2022,10:38:41:307,14.27487564,
6/7/2022,10:38:41:357,14.30845737,
6/7/2022,10:38:41:407,14.36442757,
6/7/2022,10:38:41:457,14.45646763,
6/7/2022,10:38:41:507,14.38432789,
6/7/2022,10:38:41:557,14.67661667,
6/7/2022,10:38:41:607,14.54104519,
6/7/2022,10:38:41:657,14.54975128,
6/7/2022,10:38:41:707,14.44278622,
6/7/2022,10:38:41:757,14.31592083,
6/7/2022,10:38:41:807,14.33955193,
6/7/2022,10:38:41:857,14.3047266,
6/7/2022,10:38:41:907,14.31467628,
6/7/2022,10:38:41:957,14.1952734,
6/7/2022,10:38:42:007,14.25124359,
6/7/2022,10:38:42:057,14.03731346,
6/7/2022,10:38:42:107,14.27611923,
6/7/2022,10:38:42:157,14.3196516,
6/7/2022,10:38:42:207,14.57587051,
6/7/2022,10:38:42:257,14.75,
6/7/2022,10:38:42:307,14.44029808,
6/7/2022,10:38:42:357,14.53482628,
6/7/2022,10:38:42:407,14.37064648,
6/7/2022,10:38:42:457,14.28606987,
6/7/2022,10:38:42:507,14.50248718,
6/7/2022,10:38:42:557,14.49129391,
6/7/2022,10:38:42:607,14.55721378,
6/7/2022,10:38:42:657,14.39552212,
6/7/2022,10:38:42:707,14.18905449,
6/7/2022,10:38:42:757,14.17786026,
6/7/2022,10:38:42:807,14.27487564,
6/7/2022,10:38:42:857,14.25497532,
6/7/2022,10:39:42:857,14.18905449,
6/7/2022,10:40:42:857,14.19651699,
6/7/2022,10:41:42:857,14.40174103,
6/7/2022,10:42:42:857,14.57213974,
6/7/2022,10:43:42:857,14.57587051,
6/7/2022,10:44:42:857,14.36194038,
6/7/2022,10:45:42:857,14.55099487,
6/7/2022,10:46:42:857,14.40795994,
6/7/2022,10:47:42:857,14.57462692,
6/7/2022,10:48:42:857,14.4527359,
6/7/2022,10:49:42:857,14.46019936,
6/7/2022,10:50:42:857,14.55845737,
6/7/2022,10:51:42:857,14.3047266,
6/7/2022,10:52:42:858,14.39303493,
6/7/2022,10:53:42:857,14.69278622,
6/7/2022,10:54:42:857,14.51741314,
6/7/2022,10:55:42:857,14.94776154,
6/7/2022,10:56:42:857,14.75870609,
6/7/2022,10:57:42:857,14.79975128,
6/7/2022,10:58:42:857,14.89303493,
6/7/2022,10:59:42:857,14.82462692,
6/7/2022,11:00:42:857,14.68905449,
6/7/2022,11:01:42:857,14.97512436,
6/7/2022,11:02:42:857,14.95398045,
6/7/2022,11:03:42:857,14.92039776,
6/7/2022,11:04:42:857,14.25621891,
6/7/2022,11:05:42:857,14.16791058,
6/7/2022,11:06:42:857,14.19402981,
6/7/2022,11:07:42:857,14.60323429,
6/7/2022,11:08:42:857,14.33457756,
6/7/2022,11:09:42:857,14.16542244,
6/7/2022,11:10:42:857,14.57587051,
6/7/2022,11:11:42:857,14.34328365,
6/7/2022,11:12:42:857,14.24004936,
6/7/2022,11:13:26:584,165.3047333,
6/7/2022,11:13:26:634,997.232605,
6/7/2022,11:13:26:684,1394.482544,
6/7/2022,11:13:26:734,1452.888062,
6/7/2022,11:13:26:784,1369.442749,
6/7/2022,11:13:26:834,1115.216431,
6/7/2022,11:13:26:884,902.3059692,
6/7/2022,11:13:26:934,839.2947998,
6/7/2022,11:13:26:984,831.8171387,
6/7/2022,11:13:27:034,831.8432617,
6/7/2022,11:13:27:084,836.0124512,
6/7/2022,11:13:27:134,834.9129639,
6/7/2022,11:13:27:184,835.1206665,
6/7/2022,11:13:27:234,830.7263794,
6/7/2022,11:13:27:284,826.5348511,
6/7/2022,11:13:27:334,820.1554565,
6/7/2022,11:13:27:384,811.1355591,
6/7/2022,11:13:27:434,797.0360718,
6/7/2022,11:13:27:485,775.7375488,
6/7/2022,11:13:27:534,744.0012207,
6/7/2022,11:13:27:585,697.5472412,
6/7/2022,11:13:27:634,622.7537231,
6/7/2022,11:13:27:684,495.9788513,
6/7/2022,11:13:27:734,349.9850769,
6/7/2022,11:13:27:784,258.2139282,
6/7/2022,11:13:27:834,215.6728821,
6/7/2022,11:13:27:884,194.1728821,
6/7/2022,11:13:27:934,183.3544769,
6/7/2022,11:13:27:984,175.4875641,
6/7/2022,11:13:28:034,170.9166718,
6/7/2022,11:13:28:084,166.8793488,
6/7/2022,11:13:28:134,164.2388,
6/7/2022,11:13:28:184,161.5,
6/7/2022,11:13:28:234,160.0634308,
6/7/2022,11:13:28:284,158.2388,
6/7/2022,11:13:28:334,157.1828308,
6/7/2022,11:13:28:384,155.9452667,
6/7/2022,11:13:28:434,155.2077179,
6/7/2022,11:13:28:484,154.7997437,
6/7/2022,11:13:28:534,154.2475128,
6/7/2022,11:13:28:584,154.0995026,
6/7/2022,11:13:28:634,153.5584564,
6/7/2022,11:13:28:684,153.3781128,
6/7/2022,11:13:28:734,152.7164154,
6/7/2022,11:13:28:784,152.7897949,
6/7/2022,11:13:28:834,152.6355743,
6/7/2022,11:13:28:884,152.8631897,
6/7/2022,11:13:28:934,152.6156769,
6/7/2022,11:13:28:984,152.6107025,
6/7/2022,11:13:29:034,152.2524872,
6/7/2022,11:13:29:084,152.2997437,
6/7/2022,11:13:29:134,151.9502563,
6/7/2022,11:13:29:184,152.2325897,
6/7/2022,11:13:29:234,151.9004974,
6/7/2022,11:13:29:284,152.2301025,
6/7/2022,11:13:29:334,151.9328308,
6/7/2022,11:13:29:384,152.2002563,
6/7/2022,11:13:29:434,152.0012512,
6/7/2022,11:13:29:484,152.1044769,
6/7/2022,11:13:29:534,152.288559,
6/7/2022,11:13:29:584,152.5248718,
6/7/2022,11:14:29:584,162.5621948,
6/7/2022,11:15:29:584,151.8022461,
6/7/2022,11:16:29:584,152.4838257,
6/7/2022,11:17:29:584,152.8992462,
6/7/2022,11:18:29:584,153.3868103,
6/7/2022,11:19:29:584,151.657959,
6/7/2022,11:20:29:584,151.103241,
6/7/2022,11:21:29:584,149.8594513,
6/7/2022,11:22:29:584,149.0534821,
6/7/2022,11:23:29:584,149.1156769,
6/7/2022,11:24:29:584,148.9552307,
6/7/2022,11:25:29:584,147.8930359,
6/7/2022,11:26:29:584,148.6119385,
6/7/2022,11:27:29:585,147.4402924,
6/7/2022,11:28:29:584,145.9825897,
6/7/2022,11:29:29:584,145.1529846,
6/7/2022,11:30:29:584,142.1641846,
6/7/2022,11:31:29:584,139.6890564,
6/7/2022,11:32:29:584,138.0845795,
6/7/2022,11:33:29:584,137.2897949,
6/7/2022,11:34:29:584,135.7587128,
6/7/2022,11:35:29:584,135.3482513,
6/7/2022,11:36:29:584,134.788559,
6/7/2022,11:37:29:584,134.1791077,
6/7/2022,11:38:29:584,133.603241,
6/7/2022,11:39:29:584,133.5298462,
6/7/2022,11:40:29:584,133.3457642,
6/7/2022,11:41:29:584,132.9228821,
6/7/2022,11:42:29:584,132.9092102,
6/7/2022,11:43:29:584,132.6965179,
6/7/2022,11:44:29:584,132.7276154,
6/7/2022,11:45:29:584,131.8296051,
6/7/2022,11:46:29:584,132.0845795,
6/7/2022,11:47:29:584,131.4925385,
6/7/2022,11:48:29:584,131.1144257,
6/7/2022,11:49:29:584,130.7549744,
6/7/2022,11:50:29:584,130.5634308,
6/7/2022,11:51:29:584,130.0559692,
6/7/2022,11:52:29:584,130.1231384,
6/7/2022,11:53:29:584,130.4104462,
6/7/2022,11:54:29:584,130.065918,
6/7/2022,11:55:29:584,129.7748718,
6/7/2022,11:56:29:584,129.2798462,
6/7/2022,11:57:29:584,128.2176666,
6/7/2022,11:58:29:584,128.2935333,
6/7/2022,11:59:29:584,127.5186539,
6/7/2022,12:00:29:584,127.5995026,
6/7/2022,12:01:29:584,126.8868179,
6/7/2022,12:02:29:584,126.9888077,
6/7/2022,12:03:29:584,126.5708923,
6/7/2022,12:04:29:584,126.5907974,
6/7/2022,12:05:29:584,126.2313461,
6/7/2022,12:06:29:584,126.0572128,
6/7/2022,12:07:29:584,126.1256256,
6/7/2022,12:08:29:584,125.5945282,
6/7/2022,12:09:29:584,125.776123,
6/7/2022,12:10:29:584,125.8047256,
6/7/2022,12:11:29:584,125.9241257,
6/7/2022,12:12:29:584,124.9154205,
6/7/2022,12:13:29:584,125.3134308,
6/7/2022,12:14:29:584,125.0883102,
6/7/2022,12:14:33:050,24.26741219,
6/7/2022,12:14:33:100,16.47263718,
6/7/2022,12:14:33:150,15.03855705,
6/7/2022,12:14:33:200,14.63681602,
6/7/2022,12:14:33:250,14.4925375,
6/7/2022,12:14:33:300,14.78109455,
6/7/2022,12:14:33:350,14.66915417,
6/7/2022,12:14:33:400,14.70398045,
6/7/2022,12:14:33:450,14.59950256,
6/7/2022,12:14:33:500,14.49502468,
6/7/2022,12:14:33:550,14.55348301,
6/7/2022,12:14:33:600,14.1243782,
6/7/2022,12:14:33:650,14.36815929,
6/7/2022,12:14:33:700,14.28358173,
6/7/2022,12:14:33:750,14.48756218,
6/7/2022,12:14:33:800,14.76368141,
6/7/2022,12:14:33:850,14.51990032,
6/7/2022,12:14:33:900,14.62189102,
6/7/2022,12:14:33:950,14.43905449,
6/7/2022,12:14:34:000,14.55597019,
6/7/2022,12:14:34:050,14.6256218,
6/7/2022,12:14:34:100,14.74751282,
6/7/2022,12:14:34:150,14.77860737,
6/7/2022,12:14:34:201,14.62686539,
6/7/2022,12:14:34:250,14.33333302,
6/7/2022,12:14:34:301,14.29601955,
6/7/2022,12:14:34:350,14.11940289,
6/7/2022,12:14:34:400,14.33582115,
6/7/2022,12:14:34:450,14.71641827,
6/7/2022,12:14:34:500,14.60198975,
6/7/2022,12:14:34:550,14.53980064,
6/7/2022,12:14:34:600,14.45522404,
6/7/2022,12:14:34:650,14.18407917,
6/7/2022,12:14:34:700,14.42412949,
6/7/2022,12:14:34:750,14.41417885,
6/7/2022,12:14:34:800,14.75124359,
6/7/2022,12:14:34:850,14.91542244,
6/7/2022,12:14:34:900,14.72139263,
6/7/2022,12:14:34:950,14.68905449,
6/7/2022,12:14:35:000,14.57587051,
6/7/2022,12:14:35:050,14.58955193,
6/7/2022,12:14:35:100,14.55099487,
6/7/2022,12:14:35:150,14.58955193,
6/7/2022,12:14:35:200,14.52487564,
6/7/2022,12:14:35:250,14.38681602,
6/7/2022,12:14:35:300,14.25870609,
6/7/2022,12:14:35:350,14.20398045,
6/7/2022,12:14:35:400,14.09577084,
6/7/2022,12:14:35:450,14.21517372,
6/7/2022,12:14:35:500,14.79975128,
6/7/2022,12:14:35:550,14.77363205,
6/7/2022,12:14:35:600,14.44776154,
6/7/2022,12:14:35:650,14.62686539,
6/7/2022,12:14:35:700,14.7972641,
6/7/2022,12:14:35:750,14.87189102,
6/7/2022,12:14:35:800,14.3756218,
6/7/2022,12:14:35:850,14.58208942,
6/7/2022,12:14:35:900,14.77611923,
6/7/2022,12:14:35:950,14.62935352,
6/7/2022,12:14:36:000,14.86194038,
6/7/2022,12:14:36:050,14.33208942,
6/7/2022,12:15:36:050,14.8121891,
6/7/2022,12:16:36:050,14.42412949,
6/7/2022,12:17:36:050,14.33582115,
6/7/2022,12:18:36:050,14.51741314,
6/7/2022,12:19:36:050,14.68905449,
6/7/2022,12:20:36:050,14.70771122,
6/7/2022,12:21:36:050,14.59577084,
6/7/2022,12:22:36:050,14.76865673,
6/7/2022,12:23:36:050,14.77363205,
6/7/2022,12:24:36:050,14.23258686,
6/7/2022,12:25:36:050,14.3669157,
6/7/2022,12:26:36:050,14.30845737,
6/7/2022,12:27:36:050,14.42412949,
6/7/2022,12:28:36:050,14.51243782,
6/7/2022,12:29:36:050,14.37189102,
6/7/2022,12:30:36:050,14.65298462,
6/7/2022,12:31:36:050,14.78731346,
6/7/2022,12:32:36:050,14.81592083,
6/7/2022,12:33:36:050,14.41791058,
6/7/2022,12:34:36:050,14.57711411,
6/7/2022,12:35:36:050,14.66542244,
6/7/2022,12:36:36:050,14.514925,
6/7/2022,12:37:36:050,14.64801025,
6/7/2022,12:38:36:050,14.50373173,
6/7/2022,12:39:36:050,14.46144295,
6/7/2022,12:40:36:050,14.60323429,
6/7/2022,12:41:36:050,14.30348301,
6/7/2022,12:42:36:050,14.42164135,
6/7/2022,12:43:36:050,14.6243782,
6/7/2022,12:44:36:050,14.09328365,
6/7/2022,12:45:36:051,14.38805962,
6/7/2022,12:46:36:050,14.39427853,
6/7/2022,12:47:36:050,14.53606987,
6/7/2022,12:48:36:050,14.41791058,
6/7/2022,12:49:36:050,14.65174103,
6/7/2022,12:49:47:539,179.3358154,
6/7/2022,12:49:47:589,1004.863159,
6/7/2022,12:49:47:639,1385.828369,
6/7/2022,12:49:47:689,1434.051025,
6/7/2022,12:49:47:739,1305.283569,
6/7/2022,12:49:47:789,1029.059692,
6/7/2022,12:49:47:839,872.2363281,
6/7/2022,12:49:47:889,836.2723999,
6/7/2022,12:49:47:940,832.5348511,
6/7/2022,12:49:47:989,832.8980103,
6/7/2022,12:49:48:039,833.934082,
6/7/2022,12:49:48:089,834.2052002,
6/7/2022,12:49:48:140,834.2736206,
6/7/2022,12:49:48:189,832.5410156,
6/7/2022,12:49:48:239,827.7848511,
6/7/2022,12:49:48:289,820.1019897,
6/7/2022,12:49:48:339,809.6604614,
6/7/2022,12:49:48:389,794.7947998,
6/7/2022,12:49:48:439,775.1417847,
6/7/2022,12:49:48:489,744.0286255,
6/7/2022,12:49:48:539,698.0149536,
6/7/2022,12:49:48:589,619.5571899,
6/7/2022,12:49:48:639,488.0596924,
6/7/2022,12:49:48:689,342.9378052,
6/7/2022,12:49:48:739,254.7512512,
6/7/2022,12:49:48:789,214.0062256,
6/7/2022,12:49:48:839,194.0460205,
6/7/2022,12:49:48:889,182.7089539,
6/7/2022,12:49:48:939,175.3407898,
6/7/2022,12:49:48:989,170.3184052,
6/7/2022,12:49:49:039,166.3345795,
6/7/2022,12:49:49:089,164.222641,
6/7/2022,12:49:49:139,161.6417847,
6/7/2022,12:49:49:189,160.1368103,
6/7/2022,12:49:49:239,158.4987488,
6/7/2022,12:49:49:289,157.6281128,
6/7/2022,12:49:49:339,156.8607025,
6/7/2022,12:49:49:389,156.4054718,
6/7/2022,12:49:49:439,155.4602051,
6/7/2022,12:49:49:489,154.7375641,
6/7/2022,12:49:49:539,154.3669128,
6/7/2022,12:49:49:589,154.1542358,
6/7/2022,12:49:49:639,153.472641,
6/7/2022,12:49:49:690,153.4216461,
6/7/2022,12:49:49:739,153.1791077,
6/7/2022,12:49:49:789,153.1890564,
6/7/2022,12:49:49:839,152.5945282,
6/7/2022,12:49:49:889,152.5696564,
6/7/2022,12:49:49:939,152.7922821,
6/7/2022,12:49:49:989,152.7412872,
6/7/2022,12:49:50:039,152.8781128,
6/7/2022,12:49:50:089,152.7450256,
6/7/2022,12:49:50:139,152.565918,
6/7/2022,12:49:50:189,152.5957642,
6/7/2022,12:49:50:239,152.8395538,
6/7/2022,12:49:50:289,152.8333282,
6/7/2022,12:49:50:339,153.1517487,
6/7/2022,12:49:50:389,152.6318359,
6/7/2022,12:49:50:439,152.4875641,
6/7/2022,12:49:50:489,152.3109436,
6/7/2022,12:49:50:539,152.1218872,
6/7/2022,12:50:50:539,162.7102051,
6/7/2022,12:51:50:539,154.777359,
6/7/2022,12:52:50:539,153.5808411,
6/7/2022,12:53:50:539,150.5298462,
6/7/2022,12:54:50:539,149.1057281,
6/7/2022,12:55:50:539,148.4626923,
6/7/2022,12:56:50:539,148.0087128,
6/7/2022,12:57:50:539,147.7848206,
6/7/2022,12:58:50:539,147.7897949,
6/7/2022,12:59:50:539,148.1156769,
6/7/2022,13:00:50:540,148.6629333,
6/7/2022,13:01:50:539,148.9552307,
6/7/2022,13:02:50:539,149.4440308,
6/7/2022,13:03:50:539,148.3482513,
6/7/2022,13:04:50:539,146.027359,
6/7/2022,13:05:50:539,142.9825897,
6/7/2022,13:06:50:539,140.5982513,
6/7/2022,13:07:50:539,138.7039795,
6/7/2022,13:08:50:539,137.8208923,
6/7/2022,13:09:50:539,137.0497437,
6/7/2022,13:10:50:539,136.7897949,
6/7/2022,13:11:50:539,135.9801025,
6/7/2022,13:12:50:539,134.9925385,
6/7/2022,13:13:50:539,134.2835846,
6/7/2022,13:14:50:539,134.0149231,
6/7/2022,13:15:50:539,134.1716461,
6/7/2022,13:16:50:539,133.7612,
6/7/2022,13:17:50:539,133.3694,
6/7/2022,13:18:50:539,133.3955231,
6/7/2022,13:19:50:539,132.8308411,
6/7/2022,13:20:50:539,132.8184052,
6/7/2022,13:21:50:539,133.0858154,
6/7/2022,13:22:50:539,132.2723846,
6/7/2022,13:23:50:540,131.5087128,
6/7/2022,13:24:50:539,130.8059692,
6/7/2022,13:25:50:539,130.4564667,
6/7/2022,13:26:50:539,130.4875641,
6/7/2022,13:27:50:539,130.1430359,
6/7/2022,13:28:50:539,129.5435333,
6/7/2022,13:29:50:539,129.4191589,
6/7/2022,13:30:50:539,129.2997437,
6/7/2022,13:31:50:539,129.0584564,
6/7/2022,13:32:50:539,129.0671692,
6/7/2022,13:33:50:539,128.5572205,
6/7/2022,13:34:50:539,128.4751282,
6/7/2022,13:35:50:539,127.9253769,
6/7/2022,13:36:50:539,128.3022461,
6/7/2022,13:37:50:539,127.7810974,
6/7/2022,13:38:50:539,127.4129333,
