Date,Time (UTC),Active Power L1 (W),
6/7/2022,21:19:54:721,129.3631897,
6/7/2022,21:20:54:721,129.5435333,
6/7/2022,21:21:54:721,129.222641,
6/7/2022,21:22:54:721,128.7636871,
6/7/2022,21:23:54:721,128.5286102,
6/7/2022,21:24:54:721,128.1778564,
6/7/2022,21:25:54:721,127.5771179,
6/7/2022,21:26:54:721,128.0547333,
6/7/2022,21:27:54:721,127.184082,
6/7/2022,21:28:54:721,126.5945282,
6/7/2022,21:29:54:721,127.3731308,
6/7/2022,21:30:54:721,126.6691513,
6/7/2022,21:31:54:721,126.7773666,
6/7/2022,21:32:54:722,125.8756256,
6/7/2022,21:33:54:721,125.4042282,
6/7/2022,21:34:54:721,125.0733795,
6/7/2022,21:35:54:721,125.3022385,
6/7/2022,21:36:54:721,125.4490051,
6/7/2022,21:37:54:721,125.0820923,
6/7/2022,21:38:27:751,22.14303398,
6/7/2022,21:38:27:801,15.76865673,
6/7/2022,21:38:27:851,14.84825897,
6/7/2022,21:38:27:901,14.62064648,
6/7/2022,21:38:27:951,14.55099487,
6/7/2022,21:38:28:001,14.71641827,
6/7/2022,21:38:28:051,14.80721378,
6/7/2022,21:38:28:101,14.96517372,
6/7/2022,21:38:28:151,14.90795994,
6/7/2022,21:38:28:201,14.88805962,
6/7/2022,21:38:28:251,14.67288589,
6/7/2022,21:38:28:301,14.89303493,
6/7/2022,21:38:28:351,14.8208952,
6/7/2022,21:38:28:401,14.79601955,
6/7/2022,21:38:28:451,14.77114391,
6/7/2022,21:38:28:501,14.64552212,
6/7/2022,21:38:28:551,14.69029808,
6/7/2022,21:38:28:601,14.43159199,
6/7/2022,21:38:28:651,14.59204006,
6/7/2022,21:38:28:701,14.69154263,
6/7/2022,21:38:28:751,14.71144295,
6/7/2022,21:38:28:801,14.92412949,
6/7/2022,21:38:28:851,14.74378109,
6/7/2022,21:38:28:901,14.66791058,
6/7/2022,21:38:28:952,14.65795994,
6/7/2022,21:38:29:001,14.65920353,
6/7/2022,21:38:29:051,14.8830843,
6/7/2022,21:38:29:101,15.03606987,
6/7/2022,21:38:29:151,14.91791058,
6/7/2022,21:38:29:201,14.77487564,
6/7/2022,21:38:29:251,14.59204006,
6/7/2022,21:38:29:301,14.51119423,
6/7/2022,21:38:29:351,14.55721378,
6/7/2022,21:38:29:401,14.55845737,
6/7/2022,21:38:29:451,14.85696507,
6/7/2022,21:38:29:501,14.76741314,
6/7/2022,21:38:29:551,14.41417885,
6/7/2022,21:38:29:601,14.60572147,
6/7/2022,21:38:29:651,14.56343269,
6/7/2022,21:38:29:701,14.78358173,
6/7/2022,21:38:29:751,15.10447788,
6/7/2022,21:38:29:801,14.91915417,
6/7/2022,21:38:29:851,14.90049744,
6/7/2022,21:38:29:901,14.73880577,
6/7/2022,21:38:29:951,14.80348301,
6/7/2022,21:38:30:001,14.94651699,
6/7/2022,21:38:30:051,14.7972641,
6/7/2022,21:38:30:101,14.78606987,
6/7/2022,21:38:30:151,14.6256218,
6/7/2022,21:38:30:201,14.5547266,
6/7/2022,21:38:30:251,14.48258686,
6/7/2022,21:38:30:301,14.79228878,
6/7/2022,21:38:30:351,14.58208942,
6/7/2022,21:38:30:401,14.97636795,
6/7/2022,21:38:30:451,14.83084583,
6/7/2022,21:38:30:501,14.77611923,
6/7/2022,21:38:30:551,14.84577084,
6/7/2022,21:38:30:601,14.69402981,
6/7/2022,21:38:30:651,15.05597019,
6/7/2022,21:38:30:701,15.01243782,
6/7/2022,21:38:30:751,14.75621891,
6/7/2022,21:39:30:751,14.84825897,
6/7/2022,21:40:30:751,14.86940289,
6/7/2022,21:41:30:751,14.70771122,
6/7/2022,21:42:30:751,14.64303493,
6/7/2022,21:43:30:751,14.84452724,
6/7/2022,21:44:30:751,14.92786026,
6/7/2022,21:45:30:751,14.84328365,
6/7/2022,21:46:30:751,15.11567211,
6/7/2022,21:47:30:751,15.14427853,
6/7/2022,21:48:30:751,14.88059711,
6/7/2022,21:49:30:751,14.84204006,
6/7/2022,21:50:30:751,14.84452724,
6/7/2022,21:51:30:751,14.89552212,
6/7/2022,21:52:30:751,15.09825897,
6/7/2022,21:53:30:751,14.99502468,
6/7/2022,21:54:30:751,14.75,
6/7/2022,21:55:30:751,14.6256218,
6/7/2022,21:56:30:751,15.06467628,
6/7/2022,21:57:30:751,14.65174103,
6/7/2022,21:58:30:751,14.5074625,
6/7/2022,21:59:30:751,14.60074615,
6/7/2022,22:00:30:751,14.51119423,
6/7/2022,22:01:30:751,14.72388077,
6/7/2022,22:02:30:751,14.69776154,
6/7/2022,22:03:30:751,14.89552212,
6/7/2022,22:04:30:751,14.68656731,
6/7/2022,22:05:30:751,15.12064648,
6/7/2022,22:06:30:751,14.86815929,
6/7/2022,22:07:30:751,15.04353237,
6/7/2022,22:08:30:751,14.92039776,
6/7/2022,22:09:30:751,15.1169157,
6/7/2022,22:10:30:751,14.95895481,
6/7/2022,22:11:30:751,14.73383045,
6/7/2022,22:12:30:751,14.91542244,
6/7/2022,22:12:52:287,179.7288513,
6/7/2022,22:12:52:337,1039.774902,
6/7/2022,22:12:52:387,1445.210205,
6/7/2022,22:12:52:437,1494.174072,
6/7/2022,22:12:52:487,1364.03479,
6/7/2022,22:12:52:537,1070.431641,
6/7/2022,22:12:52:587,902.7288818,
6/7/2022,22:12:52:637,865.7910156,
6/7/2022,22:12:52:687,861.7872925,
6/7/2022,22:12:52:737,863.1554565,
6/7/2022,22:12:52:787,863.824646,
6/7/2022,22:12:52:837,862.3059692,
6/7/2022,22:12:52:887,861.1679077,
6/7/2022,22:12:52:937,857.850769,
6/7/2022,22:12:52:987,853.2014771,
6/7/2022,22:12:53:037,844.4005127,
6/7/2022,22:12:53:087,831.1542358,
6/7/2022,22:12:53:137,810.241272,
6/7/2022,22:12:53:187,781.7599487,
6/7/2022,22:12:53:237,738.2972412,
6/7/2022,22:12:53:287,670.3669434,
6/7/2022,22:12:53:337,547.1082153,
6/7/2022,22:12:53:387,386.4925232,
6/7/2022,22:12:53:437,275.6119385,
6/7/2022,22:12:53:487,223.3196564,
6/7/2022,22:12:53:538,198.9303436,
6/7/2022,22:12:53:587,185.6878052,
6/7/2022,22:12:53:637,177.7562256,
6/7/2022,22:12:53:687,171.8519897,
6/7/2022,22:12:53:737,167.9801025,
6/7/2022,22:12:53:787,164.4888,
6/7/2022,22:12:53:838,162.343277,
6/7/2022,22:12:53:887,159.9825897,
6/7/2022,22:12:53:937,159.0360718,
6/7/2022,22:12:53:987,157.2698975,
6/7/2022,22:12:54:037,156.7723846,
6/7/2022,22:12:54:088,155.7935333,
6/7/2022,22:12:54:138,155.2960205,
6/7/2022,22:12:54:187,154.6654205,
6/7/2022,22:12:54:238,154.1529846,
6/7/2022,22:12:54:287,154.3109436,
6/7/2022,22:12:54:338,153.5136871,
6/7/2022,22:12:54:387,153.4315948,
6/7/2022,22:12:54:438,152.9825897,
6/7/2022,22:12:54:487,152.7462616,
6/7/2022,22:12:54:537,152.6392975,
6/7/2022,22:12:54:587,152.5136871,
6/7/2022,22:12:54:637,152.6156769,
6/7/2022,22:12:54:687,152.5286102,
6/7/2022,22:12:54:737,152.2649231,
6/7/2022,22:12:54:787,152.1504974,
6/7/2022,22:12:54:837,152.2027435,
6/7/2022,22:12:54:887,152.2263641,
6/7/2022,22:12:54:937,152.7301025,
6/7/2022,22:12:54:987,152.6902924,
6/7/2022,22:12:55:038,152.7189026,
6/7/2022,22:12:55:087,152.7363129,
6/7/2022,22:12:55:137,152.0323334,
6/7/2022,22:12:55:187,151.9029846,
6/7/2022,22:12:55:237,152.2350769,
6/7/2022,22:12:55:287,152.5248718,
6/7/2022,22:13:55:287,162.314682,
6/7/2022,22:14:55:287,155.5733795,
6/7/2022,22:15:55:287,154.1218872,
6/7/2022,22:16:55:287,154.6654205,
6/7/2022,22:17:55:287,155.3345795,
6/7/2022,22:18:55:287,155.906723,
6/7/2022,22:19:55:287,154.9801025,
6/7/2022,22:20:55:287,150.8768616,
6/7/2022,22:21:55:287,146.7487488,
6/7/2022,22:22:55:287,145.4191589,
6/7/2022,22:23:55:287,147.1554718,
6/7/2022,22:24:55:287,148.1716461,
6/7/2022,22:25:55:287,149.2350769,
6/7/2022,22:26:55:287,146.6019897,
6/7/2022,22:27:55:288,142.8892975,
6/7/2022,22:28:55:287,143.3607025,
6/7/2022,22:29:55:287,143.7077179,
6/7/2022,22:30:55:287,142.2848206,
6/7/2022,22:31:55:287,139.5024872,
6/7/2022,22:32:55:287,138.0410461,
6/7/2022,22:33:55:287,137.2835846,
6/7/2022,22:34:55:287,136.8109436,
6/7/2022,22:35:55:287,135.3818359,
6/7/2022,22:36:55:287,134.5982513,
6/7/2022,22:37:55:287,133.8022461,
6/7/2022,22:38:55:287,134.2736359,
6/7/2022,22:39:55:287,133.3992462,
6/7/2022,22:40:55:287,133.0174103,
6/7/2022,22:41:55:287,133.2549744,
6/7/2022,22:42:55:287,132.603241,
6/7/2022,22:43:55:287,132.3868103,
6/7/2022,22:44:55:287,132.4378052,
6/7/2022,22:45:55:287,131.3395538,
6/7/2022,22:46:55:287,131.3370667,
6/7/2022,22:47:55:287,130.8582153,
6/7/2022,22:48:55:287,130.6330872,
6/7/2022,22:49:55:287,130.1492462,
6/7/2022,22:50:55:287,129.9490051,
6/7/2022,22:51:55:287,129.0970154,
6/7/2022,22:52:55:287,129.3171692,
6/7/2022,22:53:55:287,128.8208923,
6/7/2022,22:54:55:287,128.5609436,
6/7/2022,22:55:55:287,128.1915436,
6/7/2022,22:56:55:287,127.9465179,
6/7/2022,22:57:55:287,127.9564667,
6/7/2022,22:58:55:287,127.9365692,
6/7/2022,22:59:55:287,126.6815948,
6/7/2022,23:00:55:287,126.4514923,
6/7/2022,23:01:55:287,126.4291077,
6/7/2022,23:02:55:287,125.8830872,
6/7/2022,23:03:55:287,125.7997513,
6/7/2022,23:04:55:287,125.9291077,
6/7/2022,23:05:55:287,125.7736282,
6/7/2022,23:06:55:287,125.5932846,
6/7/2022,23:07:55:287,124.9987564,
6/7/2022,23:08:55:287,124.7052231,
6/7/2022,23:09:42:741,22.18283653,
6/7/2022,23:09:42:791,15.76119423,
6/7/2022,23:09:42:841,14.86815929,
6/7/2022,23:09:42:891,14.67288589,
6/7/2022,23:09:42:941,14.8196516,
6/7/2022,23:09:42:991,14.62313461,
6/7/2022,23:09:43:041,14.42288589,
6/7/2022,23:09:43:091,14.46144295,
6/7/2022,23:09:43:141,14.40547276,
6/7/2022,23:09:43:191,14.43656731,
6/7/2022,23:09:43:241,14.29850769,
6/7/2022,23:09:43:292,14.25870609,
6/7/2022,23:09:43:341,14.14552212,
6/7/2022,23:09:43:391,14.43905449,
6/7/2022,23:09:43:441,14.52736282,
6/7/2022,23:09:43:491,14.6330843,
6/7/2022,23:09:43:541,14.72388077,
6/7/2022,23:09:43:591,14.51368141,
6/7/2022,23:09:43:641,14.67288589,
6/7/2022,23:09:43:691,14.61069679,
6/7/2022,23:09:43:741,14.72139263,
6/7/2022,23:09:43:791,14.75124359,
6/7/2022,23:09:43:841,14.57338333,
6/7/2022,23:09:43:891,14.40671635,
6/7/2022,23:09:43:941,14.41915417,
6/7/2022,23:09:43:991,14.50621891,
6/7/2022,23:09:44:041,14.53606987,
6/7/2022,23:09:44:091,14.54601955,
6/7/2022,23:09:44:141,14.40671635,
6/7/2022,23:09:44:191,14.43159199,
6/7/2022,23:09:44:241,14.57835865,
6/7/2022,23:09:44:291,14.53482628,
6/7/2022,23:09:44:341,14.47512436,
6/7/2022,23:09:44:391,14.58457756,
6/7/2022,23:09:44:441,14.72139263,
6/7/2022,23:09:44:491,14.78980064,
6/7/2022,23:09:44:541,14.83955193,
6/7/2022,23:09:44:591,14.71766186,
6/7/2022,23:09:44:641,14.63805962,
6/7/2022,23:09:44:691,14.75621891,
6/7/2022,23:09:44:741,14.63432789,
6/7/2022,23:09:44:791,14.55721378,
6/7/2022,23:09:44:841,14.54975128,
6/7/2022,23:09:44:891,14.34701538,
6/7/2022,23:09:44:941,14.42039776,
6/7/2022,23:09:44:991,14.38059711,
6/7/2022,23:09:45:041,14.49129391,
6/7/2022,23:09:45:091,14.47014904,
6/7/2022,23:09:45:141,14.53109455,
6/7/2022,23:09:45:191,14.42288589,
6/7/2022,23:09:45:241,14.5708952,
6/7/2022,23:09:45:291,14.73756218,
6/7/2022,23:09:45:341,14.70149231,
6/7/2022,23:09:45:391,14.80597019,
6/7/2022,23:09:45:441,14.60572147,
6/7/2022,23:09:45:491,14.71144295,
6/7/2022,23:09:45:541,14.60447788,
6/7/2022,23:09:45:591,14.59079647,
6/7/2022,23:09:45:641,14.6952734,
6/7/2022,23:09:45:691,14.49751282,
6/7/2022,23:09:45:741,14.33706474,
6/7/2022,23:10:45:741,14.51119423,
6/7/2022,23:11:45:741,14.64552212,
6/7/2022,23:12:45:741,14.82835865,
6/7/2022,23:13:45:741,14.6791048,
6/7/2022,23:14:45:741,14.7027359,
6/7/2022,23:15:45:741,14.63059711,
6/7/2022,23:16:45:741,14.66915417,
6/7/2022,23:17:45:741,14.51119423,
6/7/2022,23:18:45:741,14.3594532,
6/7/2022,23:19:45:741,15.18283558,
6/7/2022,23:20:45:741,15.29353237,
6/7/2022,23:21:45:741,15.23383045,
6/7/2022,23:22:45:741,14.86567211,
6/7/2022,23:23:45:741,15.29104519,
6/7/2022,23:24:45:741,15.21766186,
6/7/2022,23:25:45:741,15.2574625,
6/7/2022,23:26:45:742,15.17288589,
6/7/2022,23:27:45:741,15.15795994,
6/7/2022,23:28:45:741,15.20522404,
6/7/2022,23:29:45:741,15.35820866,
6/7/2022,23:30:45:741,15.03606987,
6/7/2022,23:31:45:741,15.27985096,
6/7/2022,23:32:45:741,14.96641827,
6/7/2022,23:33:45:741,14.99751282,
6/7/2022,23:34:45:741,15.18159199,
6/7/2022,23:35:45:741,15.39676571,
6/7/2022,23:36:45:741,15.20149231,
6/7/2022,23:37:45:741,15.11442757,
6/7/2022,23:38:45:741,15.04975128,
6/7/2022,23:39:45:741,15.27363205,
6/7/2022,23:40:45:741,15.21517372,
6/7/2022,23:41:45:741,15.44776154,
6/7/2022,23:42:45:741,15.40049744,
6/7/2022,23:43:45:741,14.97388077,
6/7/2022,23:44:03:571,186.7649231,
6/7/2022,23:44:03:621,1058.90918,
6/7/2022,23:44:03:671,1459.565918,
6/7/2022,23:44:03:721,1505.216431,
6/7/2022,23:44:03:771,1354.093262,
6/7/2022,23:44:03:821,1055.651733,
6/7/2022,23:44:03:871,906.1989746,
6/7/2022,23:44:03:921,874.5858154,
6/7/2022,23:44:03:971,871.157959,
6/7/2022,23:44:04:021,871.9801025,
6/7/2022,23:44:04:071,872.1729126,
6/7/2022,23:44:04:121,871.9315796,
6/7/2022,23:44:04:171,870.6766357,
6/7/2022,23:44:04:221,868.0149536,
6/7/2022,23:44:04:271,861.6704102,
6/7/2022,23:44:04:321,850.9403076,
6/7/2022,23:44:04:371,834.6330566,
6/7/2022,23:44:04:421,811.4614258,
6/7/2022,23:44:04:471,778.723877,
6/7/2022,23:44:04:521,727,
6/7/2022,23:44:04:571,640.3084717,
6/7/2022,23:44:04:621,488.7922974,
6/7/2022,23:44:04:671,336.8507385,
6/7/2022,23:44:04:721,251.6306,
6/7/2022,23:44:04:771,212.565918,
6/7/2022,23:44:04:821,193.8582153,
6/7/2022,23:44:04:871,182.9427795,
6/7/2022,23:44:04:921,175.8681641,
6/7/2022,23:44:04:971,171.2002563,
6/7/2022,23:44:05:021,166.7873077,
6/7/2022,23:44:05:071,164.5,
6/7/2022,23:44:05:121,161.9689026,
6/7/2022,23:44:05:171,159.972641,
6/7/2022,23:44:05:221,158.6293488,
6/7/2022,23:44:05:271,157.2014923,
6/7/2022,23:44:05:321,156.7450256,
6/7/2022,23:44:05:371,156.0024872,
6/7/2022,23:44:05:421,155.4266205,
6/7/2022,23:44:05:471,155.0833282,
6/7/2022,23:44:05:521,154.6281128,
6/7/2022,23:44:05:571,154.0609436,
6/7/2022,23:44:05:621,153.8121948,
6/7/2022,23:44:05:671,153.5509949,
6/7/2022,23:44:05:721,153.5012512,
6/7/2022,23:44:05:771,153.0186615,
6/7/2022,23:44:05:821,153.0485077,
6/7/2022,23:44:05:871,152.961441,
6/7/2022,23:44:05:921,152.8930359,
6/7/2022,23:44:05:971,152.5422821,
6/7/2022,23:44:06:021,152.7263641,
6/7/2022,23:44:06:071,152.6094513,
6/7/2022,23:44:06:121,152.7350769,
6/7/2022,23:44:06:171,152.5099487,
6/7/2022,23:44:06:221,152.472641,
6/7/2022,23:44:06:271,152.5833282,
6/7/2022,23:44:06:321,153.0074615,
6/7/2022,23:44:06:371,152.8880615,
6/7/2022,23:44:06:421,152.9166718,
6/7/2022,23:44:06:471,153.0621948,
6/7/2022,23:44:06:521,152.8743744,
6/7/2022,23:44:06:571,152.7126923,
6/7/2022,23:45:06:571,162.8047333,
6/7/2022,23:46:06:571,155.9900513,
6/7/2022,23:47:06:571,155.1430359,
6/7/2022,23:48:06:571,155.1741333,
6/7/2022,23:49:06:571,156.1355743,
6/7/2022,23:50:06:571,155.4962616,
6/7/2022,23:51:06:572,153.5149231,
6/7/2022,23:52:06:571,152.093277,
6/7/2022,23:53:06:571,150.7375641,
6/7/2022,23:54:06:571,150.1766205,
6/7/2022,23:55:06:571,149.4415436,
6/7/2022,23:56:06:571,148.7263641,
6/7/2022,23:57:06:571,148.0286102,
6/7/2022,23:58:06:571,148.0286102,
6/7/2022,23:59:06:571,146.6815948,
6/8/2022,00:00:06:571,145.2064667,
6/8/2022,00:01:06:571,144.1666718,
6/8/2022,00:02:06:571,141.7089539,
6/8/2022,00:03:06:571,139.8830872,
6/8/2022,00:04:06:571,139.2276154,
6/8/2022,00:05:06:571,137.7723846,
6/8/2022,00:06:06:572,137.1330872,
6/8/2022,00:07:06:571,136.3619385,
6/8/2022,00:08:06:571,135.7425385,
6/8/2022,00:09:06:571,134.9676666,
6/8/2022,00:10:06:571,134.564682,
6/8/2022,00:11:06:571,134.5845795,
6/8/2022,00:12:06:571,134.2313385,
6/8/2022,00:13:06:571,133.3793488,
6/8/2022,00:14:06:571,133.6480103,
6/8/2022,00:15:06:571,132.5696564,
6/8/2022,00:16:06:571,132.5024872,
6/8/2022,00:17:06:571,132.3271179,
6/8/2022,00:18:06:571,132.0721436,
6/8/2022,00:19:06:571,132.4191589,
6/8/2022,00:20:06:571,131.4042358,
6/8/2022,00:21:06:571,132.2549744,
6/8/2022,00:22:06:571,131.5957642,
6/8/2022,00:23:06:571,131.4179077,
6/8/2022,00:24:06:571,131.2151794,
6/8/2022,00:25:06:571,130.5696564,
6/8/2022,00:26:06:571,130.9552307,
6/8/2022,00:27:06:571,130.4266205,
6/8/2022,00:28:06:571,130.5746307,
6/8/2022,00:29:06:571,130.5422821,
6/8/2022,00:30:06:571,130.1131897,
6/8/2022,00:31:06:571,130.3917847,
6/8/2022,00:32:06:571,129.6107025,
6/8/2022,00:33:06:571,130.5771179,
6/8/2022,00:34:06:571,129.6243744,
6/8/2022,00:35:06:571,129.7512512,
6/8/2022,00:36:06:571,129.8843231,
6/8/2022,00:37:06:571,129.434082,
6/8/2022,00:38:06:571,129.7388,
6/8/2022,00:39:06:571,129.4502563,
6/8/2022,00:40:06:571,129.3395538,
6/8/2022,00:41:06:571,129.1778564,
6/8/2022,00:42:06:571,129.0223846,
6/8/2022,00:43:06:571,128.8980103,
6/8/2022,00:44:06:571,128.7263641,
6/8/2022,00:45:06:571,128.0621948,
6/8/2022,00:46:06:571,127.6716385,
6/8/2022,00:47:06:571,127.8059692,
6/8/2022,00:48:06:571,127.032341,
6/8/2022,00:49:06:571,127.5845795,
6/8/2022,00:50:06:571,127.7972641,
6/8/2022,00:51:06:571,127.4788589,
6/8/2022,00:52:06:571,127.5012436,
6/8/2022,00:53:06:571,127.3271179,
6/8/2022,00:54:06:571,127.3395538,
6/8/2022,00:55:06:571,126.6144257,
6/8/2022,00:56:06:571,127.2350769,
6/8/2022,00:57:06:571,127.2960205,
6/8/2022,00:58:06:571,127.0149231,
6/8/2022,00:59:06:571,126.901741,
6/8/2022,01:00:06:571,126.243782,
6/8/2022,01:01:06:571,126.006218,
6/8/2022,01:02:06:571,126.0907974,
6/8/2022,01:03:06:571,126.1094513,
6/8/2022,01:04:06:571,125.8893051,
6/8/2022,01:05:06:571,125.4776154,
6/8/2022,01:06:06:571,125.5174103,
6/8/2022,01:07:06:571,125.0572128,
6/8/2022,01:08:06:571,125.4166641,
6/8/2022,01:09:06:571,124.711441,
6/8/2022,01:10:06:571,124.7412949,
6/8/2022,01:11:06:571,124.4987564,
6/8/2022,01:12:06:571,124.6417923,
6/8/2022,01:13:06:571,124.8470154,
6/8/2022,01:14:06:571,124.9241257,
6/8/2022,01:15:06:571,124.315918,
6/8/2022,01:16:06:571,124.5373154,
6/8/2022,01:17:06:571,124.0435333,
6/8/2022,01:18:06:571,124.1330872,
6/8/2022,01:19:06:571,123.7089539,
6/8/2022,01:20:06:571,124.1007462,
6/8/2022,01:21:06:571,123.7898026,
6/8/2022,01:22:06:571,123.5447769,
6/8/2022,01:23:06:571,123.7686539,
6/8/2022,01:24:06:571,123.5497513,
6/8/2022,01:25:06:571,123.684082,
6/8/2022,01:26:06:571,123.5211411,
6/8/2022,01:27:06:571,123.3370667,
6/8/2022,01:28:06:571,123.4054718,
6/8/2022,01:29:06:571,123.0708923,
6/8/2022,01:30:06:571,123.0410461,
6/8/2022,01:31:06:571,123.2226334,
6/8/2022,01:32:06:572,123.3246231,
6/8/2022,01:33:06:571,122.9801025,
6/8/2022,01:34:06:571,123.0522385,
6/8/2022,01:35:06:571,123.0858231,
6/8/2022,01:36:06:571,122.5796051,
6/8/2022,01:37:06:572,122.8544769,
6/8/2022,01:38:06:571,122.9713898,
6/8/2022,01:39:06:571,122.5671616,
6/8/2022,01:40:06:571,122.9875641,
6/8/2022,01:41:06:571,123.0111923,
6/8/2022,01:42:06:571,122.9726334,
6/8/2022,01:43:06:571,122.6480103,
6/8/2022,01:44:06:571,122.2748718,
6/8/2022,01:45:06:571,122.3681564,
6/8/2022,01:46:06:571,122.538559,
6/8/2022,01:47:06:571,122.8283615,
6/8/2022,01:48:06:571,122.256218,
6/8/2022,01:48:36:219,21.99751282,
6/8/2022,01:48:36:269,15.91915417,
6/8/2022,01:48:36:319,15.02114391,
6/8/2022,01:48:36:369,14.79228878,
6/8/2022,01:48:36:419,14.66169167,
6/8/2022,01:48:36:469,14.86567211,
6/8/2022,01:48:36:519,15.06592083,
6/8/2022,01:48:36:569,15.08955193,
6/8/2022,01:48:36:619,15.02736282,
6/8/2022,01:48:36:669,15.03980064,
6/8/2022,01:48:36:719,14.83955193,
6/8/2022,01:48:36:769,15.03109455,
6/8/2022,01:48:36:819,15.14427853,
6/8/2022,01:48:36:869,15.0472641,
6/8/2022,01:48:36:919,15.03482628,
6/8/2022,01:48:36:969,14.95149231,
6/8/2022,01:48:37:019,14.85572147,
6/8/2022,01:48:37:069,14.95895481,
6/8/2022,01:48:37:119,14.80721378,
6/8/2022,01:48:37:169,14.78358173,
6/8/2022,01:48:37:219,14.71641827,
6/8/2022,01:48:37:269,14.8594532,
6/8/2022,01:48:37:319,14.80721378,
6/8/2022,01:48:37:369,15.0696516,
6/8/2022,01:48:37:419,15.01119423,
6/8/2022,01:48:37:469,14.9527359,
6/8/2022,01:48:37:519,15.2027359,
6/8/2022,01:48:37:569,15.10323429,
6/8/2022,01:48:37:619,15.21766186,
6/8/2022,01:48:37:669,15.1243782,
6/8/2022,01:48:37:719,14.86940289,
6/8/2022,01:48:37:769,14.83582115,
6/8/2022,01:48:37:819,14.79601955,
6/8/2022,01:48:37:869,14.93905449,
6/8/2022,01:48:37:919,15.14552212,
6/8/2022,01:48:37:969,15.03731346,
6/8/2022,01:48:38:019,14.7027359,
6/8/2022,01:48:38:069,14.87189102,
6/8/2022,01:48:38:119,14.77238846,
6/8/2022,01:48:38:169,14.91417885,
6/8/2022,01:48:38:219,14.8669157,
6/8/2022,01:48:38:269,14.85323429,
6/8/2022,01:48:38:319,15.06094551,
6/8/2022,01:48:38:369,14.89801025,
6/8/2022,01:48:38:419,14.98383045,
6/8/2022,01:48:38:469,15.10323429,
6/8/2022,01:48:38:519,15.03980064,
6/8/2022,01:48:38:569,14.89925385,
6/8/2022,01:48:38:619,14.92786026,
6/8/2022,01:48:38:669,15.03109455,
6/8/2022,01:48:38:719,14.9378109,
6/8/2022,01:48:38:769,14.99875641,
6/8/2022,01:48:38:819,14.80348301,
6/8/2022,01:48:38:869,14.71393013,
6/8/2022,01:48:38:919,14.73756218,
6/8/2022,01:48:38:969,14.78980064,
6/8/2022,01:48:39:019,14.97263718,
6/8/2022,01:48:39:069,14.95646763,
6/8/2022,01:48:39:119,14.90422916,
6/8/2022,01:48:39:169,15.05845737,
6/8/2022,01:48:39:219,15.13681602,
6/8/2022,01:49:39:219,14.72388077,
6/8/2022,01:50:39:219,14.99751282,
6/8/2022,01:51:39:220,14.99378109,
6/8/2022,01:52:39:219,15.16791058,
6/8/2022,01:53:39:219,14.85696507,
6/8/2022,01:54:39:219,14.95398045,
6/8/2022,01:55:39:219,15.20522404,
6/8/2022,01:56:39:219,14.86940289,
6/8/2022,01:57:39:219,15.21268654,
6/8/2022,01:58:39:219,15.07711411,
6/8/2022,01:59:39:219,14.97512436,
6/8/2022,02:00:39:219,15.04975128,
6/8/2022,02:01:39:219,14.86567211,
6/8/2022,02:02:39:219,15.1094532,
6/8/2022,02:03:39:219,15.03731346,
6/8/2022,02:04:39:219,14.81094551,
6/8/2022,02:05:39:219,15.03358173,
6/8/2022,02:06:39:219,14.93656731,
6/8/2022,02:07:39:219,14.96890545,
6/8/2022,02:08:39:219,15.06094551,
6/8/2022,02:09:39:219,15.04850769,
6/8/2022,02:10:39:219,14.80223846,
6/8/2022,02:11:39:219,14.9303484,
6/8/2022,02:12:39:219,15.1169157,
6/8/2022,02:13:39:219,14.55845737,
6/8/2022,02:14:39:219,14.86567211,
6/8/2022,02:15:39:219,15.17039776,
6/8/2022,02:16:39:220,14.69278622,
6/8/2022,02:17:39:219,14.86442757,
6/8/2022,02:18:39:219,14.91915417,
6/8/2022,02:19:39:219,15.05223846,
6/8/2022,02:20:39:219,14.83333302,
6/8/2022,02:21:17:830,175.8830872,
6/8/2022,02:21:17:880,1036.282349,
6/8/2022,02:21:17:930,1439.677856,
6/8/2022,02:21:17:980,1493.060913,
6/8/2022,02:21:18:030,1378.911743,
6/8/2022,02:21:18:080,1092.742554,
6/8/2022,02:21:18:130,905.149231,
6/8/2022,02:21:18:180,859.3544922,
6/8/2022,02:21:18:230,853.0908203,
6/8/2022,02:21:18:280,854.7250977,
6/8/2022,02:21:18:330,855.5783691,
6/8/2022,02:21:18:380,854.6878052,
6/8/2022,02:21:18:431,852.6691284,
6/8/2022,02:21:18:480,847.9689331,
6/8/2022,02:21:18:530,841.7848511,
6/8/2022,02:21:18:580,832.3370361,
6/8/2022,02:21:18:630,820.2947998,
6/8/2022,02:21:18:680,800.2250977,
6/8/2022,02:21:18:730,771.1629639,
6/8/2022,02:21:18:780,725.2226563,
6/8/2022,02:21:18:830,652.9614258,
6/8/2022,02:21:18:880,523.4514771,
6/8/2022,02:21:18:930,366.5808411,
6/8/2022,02:21:18:980,262.8184204,
6/8/2022,02:21:19:030,214.7288513,
6/8/2022,02:21:19:080,191.7599487,
6/8/2022,02:21:19:130,179.5198975,
6/8/2022,02:21:19:180,171.9141846,
6/8/2022,02:21:19:230,166.0472565,
6/8/2022,02:21:19:280,162.3308411,
6/8/2022,02:21:19:330,158.6679077,
6/8/2022,02:21:19:380,156.7151794,
6/8/2022,02:21:19:430,154.5348206,
