Date,Time (UTC),Active Power L1 (W),Reactive Power L1 (Var),Active Power L3 (W),,,
6/7/2022,18:32:39:950,2248.430908,-143.4478455,-0.134333581,,,
6/7/2022,18:32:40:000,2254.923584,-135.5709381,-0.313445032,,,
6/7/2022,18:32:40:050,2241.087158,-143.8448181,-0.447778642,,,
6/7/2022,18:32:40:100,2230.161377,-140.6302795,-0.492556483,,,
6/7/2022,18:32:40:150,2224.295654,-137.4173279,-0.358222902,,,
6/7/2022,18:32:40:200,2219.952148,-139.7422333,-0.313445032,,,
6/7/2022,18:32:40:250,2216.190674,-139.534729,-0.447778642,,,
6/7/2022,18:32:40:300,2202.802246,-141.7684326,-0.582112193,,,
6/7/2022,18:32:40:350,2200.518555,-141.2064056,-0.447778642,,,
6/7/2022,18:32:40:639,2313.179688,-151.2276764,-0.134333581,,,
6/7/2022,18:32:40:690,2354.77832,-153.4551239,0,,,
6/7/2022,18:32:40:740,2382.764404,-161.4921265,-0.179111451,,,
6/7/2022,18:32:40:790,2388.540771,-166.0262299,-0.268667161,,,
6/7/2022,18:32:40:840,2380.301514,-163.7535706,-0.403000772,,,
6/7/2022,18:32:40:890,2366.689209,-166.4959869,-0.403000772,,,
6/7/2022,18:32:40:940,2361.270996,-160.2318268,-0.403000772,,,
6/7/2022,18:32:40:990,2365.121826,-160.0462646,-0.268667161,,,
6/7/2022,18:32:41:040,2372.82373,-160.1903534,-0.134333581,,,
6/7/2022,18:32:41:090,2377.973145,-163.4025726,-0.044777863,,,
6/7/2022,18:32:41:140,2375.017822,-157.7563171,-0.089555725,,,
6/7/2022,18:32:41:190,2363.912842,-163.3575134,-0.223889321,,,
6/7/2022,18:32:41:240,2349.404785,-162.7375793,-0.268667161,,,
6/7/2022,18:32:41:290,2334.225098,-164.8285675,-0.268667161,,,
6/7/2022,18:32:41:340,2313.090088,-169.482193,-0.313445032,,,
6/7/2022,18:32:41:390,2297.23877,-165.4402161,0,,,
6/7/2022,18:32:41:440,2292.581787,-161.6300964,-0.089555725,,,
6/7/2022,18:32:41:490,2297.552246,-164.0762787,0.044777863,,,
6/7/2022,18:32:41:540,2301.895508,-158.4113922,0,,,
6/7/2022,18:32:41:590,2302.970215,-161.3861084,-0.268667161,,,
6/7/2022,18:32:41:640,2303.373291,-164.2855682,-0.268667161,,,
6/7/2022,18:32:41:690,2303.597168,-164.3073578,-0.179111451,,,
6/7/2022,18:32:41:740,2301.94043,-161.4931641,-0.179111451,,,
6/7/2022,18:32:41:790,2304.447998,-158.7222137,-0.313445032,,,
6/7/2022,18:32:41:840,2300.641846,-164.3538361,-0.268667161,,,
6/7/2022,18:32:41:890,2292.044434,-158.4468536,-0.089555725,,,
6/7/2022,18:32:41:940,2278.07373,-160.6776276,-0.044777863,,,
6/7/2022,18:32:41:990,2274.491455,-162.8948517,-0.089555725,,,
6/7/2022,18:32:42:040,2273.058594,-168.163681,0.044777863,,,
6/7/2022,18:32:42:090,2277.491699,-162.4618988,0,,,
6/7/2022,18:32:42:140,2286.402344,-157.0418701,-0.223889321,,,
6/7/2022,18:32:42:190,2299.343262,-157.6221924,-0.358222902,,,
6/7/2022,18:32:42:240,2295.35791,-158.0317688,-0.403000772,,,
6/7/2022,18:32:42:290,2284.835205,-166.3349152,-0.358222902,,,
6/7/2022,18:32:42:341,2278.029053,-163.0795135,-0.313445032,,,
6/7/2022,18:32:42:391,2280.939453,-162.8330231,-0.268667161,,,
6/7/2022,18:32:42:441,2287.969727,-162.9410095,-0.179111451,,,
6/7/2022,18:32:42:491,2295.940186,-157.6521454,-0.134333581,,,
6/7/2022,18:32:42:541,2301.985107,-163.7010498,-0.179111451,,,
6/7/2022,18:32:42:591,2303.015137,-166.8734436,-0.179111451,,,
6/7/2022,18:32:42:641,2302.119385,-164.184433,-0.179111451,,,
6/7/2022,18:32:42:691,2300.641846,-161.4077454,-0.223889321,,,
6/7/2022,18:32:42:741,2298.268555,-161.3479004,-0.179111451,,,
6/7/2022,18:32:42:791,2292.134033,-161.1655273,-0.179111451,,,
6/7/2022,18:32:42:841,2281.745605,-166.3706818,-0.223889321,,,
6/7/2022,18:32:42:891,2281.879883,-163.1842346,-0.089555725,,,
6/7/2022,18:32:42:941,2282.372559,-162.9754639,0.044777863,,,
6/7/2022,18:32:42:991,2279.685791,-162.9113159,0,,,
6/7/2022,18:32:43:041,2271.983887,-165.4538879,0,,,
6/7/2022,18:32:43:091,2265.938965,-164.9983063,-0.044777863,,,
6/7/2022,18:32:43:141,2269.207764,-164.7918243,-0.134333581,,,
6/7/2022,18:32:43:191,2283.178467,-156.6556244,-0.134333581,,,
6/7/2022,18:32:43:241,2296.925293,-168.5410614,-0.313445032,,,
6/7/2022,18:32:43:291,2296.029785,-163.5455017,-0.403000772,,,
6/7/2022,18:32:43:341,2291.014648,-163.6027832,-0.403000772,,,
6/7/2022,18:32:43:391,2290.835449,-163.5570068,-0.268667161,,,
6/7/2022,18:32:43:441,2296.656494,-160.8412781,-0.403000772,,,
6/7/2022,18:32:43:491,2301,-163.9111633,-0.447778642,,,
6/7/2022,18:32:43:541,2306.239014,-164.2068176,-0.358222902,,,
6/7/2022,18:32:43:591,2298.805908,-169.9216156,-0.313445032,,,
6/7/2022,18:32:43:641,2290.208496,-158.3543854,-0.447778642,,,
6/7/2022,18:32:53:412,2188.831543,-141.9412994,-0.089555725,,,
6/7/2022,18:32:53:462,2192.010742,-138.0630035,-0.179111451,,,
6/7/2022,18:32:53:513,2208.847168,-138.1241913,-0.089555725,,,
6/7/2022,18:32:53:563,2217.489258,-141.319458,-0.134333581,,,
6/7/2022,18:32:53:613,2224.161133,-139.0398102,-0.268667161,,,
6/7/2022,18:32:53:663,2231.504883,-136.770462,-0.358222902,,,
6/7/2022,18:32:53:713,2236.385498,-137.1950378,-0.313445032,,,
6/7/2022,18:32:53:763,2237.549805,-140.2559204,-0.313445032,,,
6/7/2022,18:32:53:813,2239.743896,-140.4112701,-0.089555725,,,
6/7/2022,18:32:53:863,2244.13208,-140.5804749,-0.134333581,,,
6/7/2022,18:32:53:913,2249.192139,-140.9083405,-0.179111451,,,
6/7/2022,18:32:53:963,2249.236816,-141.0391388,-0.313445032,,,
6/7/2022,18:32:54:013,2255.908691,-144.014328,-0.403000772,,,
6/7/2022,18:32:54:063,2263.520996,-141.6278687,-0.447778642,,,
6/7/2022,18:32:54:113,2265.938965,-139.1976471,-0.403000772,,,
6/7/2022,18:32:54:163,2262.26709,-139.3109131,-0.403000772,,,
6/7/2022,18:32:54:213,2246.818848,-138.9865265,-0.313445032,,,
6/7/2022,18:32:54:263,2231.370361,-138.3106689,-0.403000772,,,
6/7/2022,18:32:54:313,2229.713623,-137.7374725,-0.313445032,,,
6/7/2022,18:32:54:363,2228.236084,-140.1664276,-0.268667161,,,
6/7/2022,18:32:54:413,2236.609375,-145.6850586,-0.044777863,,,
6/7/2022,18:32:54:463,2236.922852,-143.0851135,0.134333581,,,
6/7/2022,18:32:54:513,2234.236328,-143.1149902,-0.134333581,,,
6/7/2022,18:32:54:563,2227.474854,-148.4509583,-0.358222902,,,
6/7/2022,18:32:54:613,2223.668701,-137.1878052,-0.403000772,,,
6/7/2022,18:32:54:663,2224.340332,-139.7828217,-0.313445032,,,
6/7/2022,18:32:54:713,2218.429688,-145.1002197,-0.447778642,,,
6/7/2022,18:32:54:763,2206.697754,-139.2221832,-0.447778642,,,
6/7/2022,18:32:54:813,2210.324951,-138.8531036,-0.492556483,,,
6/7/2022,18:32:54:863,2214.041504,-147.1391449,-0.492556483,,,
6/7/2022,18:32:54:913,2208.309814,-138.8969421,-0.313445032,,,
6/7/2022,18:32:54:963,2199.667725,-143.9873505,-0.223889321,,,
6/7/2022,18:32:55:013,2204.324707,-138.3604736,-0.044777863,,,
6/7/2022,18:32:55:063,2208.175537,-138.4619141,-0.089555725,,,
6/7/2022,18:32:55:113,2209.026367,-146.7541504,-0.134333581,,,
6/7/2022,18:32:55:163,2209.653076,-141.3495178,-0.134333581,,,
6/7/2022,18:32:55:213,2214.713135,-136.0667572,0.044777863,,,
6/7/2022,18:32:55:263,2213.951904,-138.8914948,-0.044777863,,,
6/7/2022,18:32:55:313,2210.324951,-138.86409,-0.179111451,,,
6/7/2022,18:32:55:363,2207.01123,-144.2077942,-0.268667161,,,
6/7/2022,18:32:55:413,2208.309814,-138.6782074,-0.179111451,,,
6/7/2022,18:32:55:463,2207.056152,-144.1017456,-0.313445032,,,
6/7/2022,18:32:55:513,2208.399414,-160.30896,-0.358222902,,,
6/7/2022,18:32:55:563,2227.474854,-158.0066376,-0.134333581,,,
6/7/2022,18:32:55:613,2246.863525,-167.2457886,-0.089555725,,,
6/7/2022,18:32:55:663,2258.41626,-160.0803986,-0.268667161,,,
6/7/2022,18:32:55:713,2265.491211,-160.8141022,-0.358222902,,,
6/7/2022,18:32:55:763,2273.909424,-161.5164948,-0.447778642,,,
6/7/2022,18:32:55:813,2291.328125,-153.9107361,-0.223889321,,,
6/7/2022,18:32:55:863,2314.030273,-157.8395386,-0.223889321,,,
6/7/2022,18:32:55:913,2335.479004,-150.6220398,-0.313445032,,,
6/7/2022,18:32:55:963,2360.823242,-160.6658478,-0.313445032,,,
6/7/2022,18:32:56:013,2376.182129,-162.1088104,-0.268667161,,,
6/7/2022,18:32:56:063,2380.794189,-160.177536,-0.044777863,,,
6/7/2022,18:32:56:113,2378.868652,-157.660675,0.089555725,,,
6/7/2022,18:32:56:163,2375.331299,-157.7558594,-0.179111451,,,
6/7/2022,18:32:56:213,2379.092529,-154.8774261,-0.537334323,,,
6/7/2022,18:32:56:263,2385.585449,-158.0572205,-0.358222902,,,
6/7/2022,18:32:56:313,2379.85376,-169.8896942,-0.179111451,,,
6/7/2022,18:32:56:363,2363.644287,-166.5349426,-0.134333581,,,
6/7/2022,18:32:56:413,2347.52417,-159.9433899,-0.447778642,,,
6/7/2022,18:33:01:634,2247.266602,-161.3324585,-0.671667933,,,
6/7/2022,18:33:01:684,2245.206787,-163.520874,-0.537334323,,,
6/7/2022,18:33:01:734,2249.057617,-160.5811462,-0.403000772,,,
6/7/2022,18:33:01:784,2255.281738,-163.4436493,-0.403000772,,,
6/7/2022,18:33:01:834,2261.685059,-158.2415771,-0.268667161,,,
6/7/2022,18:33:01:884,2264.326904,-161.343689,-0.134333581,,,
6/7/2022,18:33:01:934,2268.267334,-164.3821411,-0.179111451,,,
6/7/2022,18:33:01:984,2275.521484,-164.7207489,-0.179111451,,,
6/7/2022,18:33:02:034,2282.148438,-162.3927307,-0.179111451,,,
6/7/2022,18:33:02:084,2276.46167,-165.3651733,-0.403000772,,,
6/7/2022,18:33:02:134,2267.90918,-165.1505585,-0.313445032,,,
6/7/2022,18:33:02:184,2270.148193,-162.083847,-0.313445032,,,
6/7/2022,18:33:02:234,2286.626221,-159.6287079,-0.403000772,,,
6/7/2022,18:33:02:284,2301,-163.2026978,-0.134333581,,,
6/7/2022,18:33:02:334,2307.49292,-163.9382172,0.134333581,,,
6/7/2022,18:33:02:384,2310.761719,-167.263855,0.268667161,,,
6/7/2022,18:33:02:434,2312.821289,-161.9703369,0.134333581,,,
6/7/2022,18:33:02:484,2307.134521,-170.5305939,-0.089555725,,,
6/7/2022,18:33:02:534,2296.791016,-164.5739594,-0.223889321,,,
6/7/2022,18:33:02:584,2292.134033,-166.9200439,-0.403000772,,,
6/7/2022,18:33:02:634,2296.119141,-158.2414703,-0.582112193,,,
6/7/2022,18:33:02:684,2305.79126,-164.0818481,-0.313445032,,,
6/7/2022,18:33:02:734,2310.000488,-164.4985046,-0.358222902,,,
6/7/2022,18:33:02:784,2307.671875,-167.5165863,-0.447778642,,,
6/7/2022,18:33:02:834,2301.626953,-164.6085358,-0.358222902,,,
6/7/2022,18:33:02:884,2288.372559,-167.0191345,-0.223889321,,,
6/7/2022,18:33:02:934,2272.566162,-166.2218323,-0.268667161,,,
6/7/2022,18:33:02:984,2261.685059,-165.3138123,-0.134333581,,,
6/7/2022,18:33:03:034,2267.72998,-164.8207245,0.089555725,,,
6/7/2022,18:33:03:084,2281.656006,-165.0514984,0.313445032,,,
6/7/2022,18:33:03:134,2290.477295,-165.6310883,0.134333581,,,
6/7/2022,18:33:03:184,2285.282959,-163.1427612,-0.044777863,,,
6/7/2022,18:33:03:234,2273.237793,-160.0951538,0,,,
6/7/2022,18:33:03:284,2266.879395,-165.174408,-0.044777863,,,
6/7/2022,18:33:03:334,2284.387451,-156.8097534,-0.179111451,,,
6/7/2022,18:33:03:384,2301.0896,-160.3841858,-0.268667161,,,
6/7/2022,18:33:03:434,2312.642334,-161.2330627,-0.358222902,,,
6/7/2022,18:33:03:484,2316.358887,-164.754425,-0.403000772,,,
6/7/2022,18:33:03:534,2313.851318,-162.1687775,-0.403000772,,,
6/7/2022,18:33:03:584,2305.164307,-156.4107056,-0.358222902,,,
6/7/2022,18:33:03:634,2292.716064,-164.4827118,-0.358222902,,,
6/7/2022,18:33:03:684,2277.715576,-163.7012177,-0.268667161,,,
6/7/2022,18:33:03:734,2268.536133,-165.6853485,-0.358222902,,,
6/7/2022,18:33:03:784,2267.595703,-162.3404541,-0.358222902,,,
6/7/2022,18:33:03:834,2271.133301,-159.3670807,-0.179111451,,,
6/7/2022,18:33:03:884,2282.148438,-162.35289,-0.179111451,,,
6/7/2022,18:33:03:934,2295.044678,-160.1356964,-0.134333581,,,
6/7/2022,18:33:03:984,2301.358154,-166.3239288,-0.134333581,,,
6/7/2022,18:33:04:034,2304.94043,-164.0102539,-0.223889321,,,
6/7/2022,18:33:04:084,2300.462646,-164.2194977,-0.268667161,,,
6/7/2022,18:33:04:134,2294.05957,-169.7463989,-0.134333581,,,
6/7/2022,18:33:04:184,2290.611572,-161.0005951,0,,,
6/7/2022,18:33:04:234,2294.686279,-163.7174225,0.089555725,,,
6/7/2022,18:33:04:284,2300.865723,-163.9354095,0.089555725,,,
6/7/2022,18:33:04:334,2303.373291,-164.146347,0.179111451,,,
6/7/2022,18:33:04:384,2309.821289,-161.5943298,0,,,
6/7/2022,18:33:04:434,2307.627197,-164.6491089,-0.268667161,,,
6/7/2022,18:33:04:484,2304.85083,-161.8026886,-0.223889321,,,
6/7/2022,18:33:04:534,2304.537598,-158.8998871,-0.179111451,,,
6/7/2022,18:33:04:584,2305.880859,-164.5678101,-0.089555725,,,
6/7/2022,18:33:04:634,2306.776367,-164.5980225,-0.223889321,,,
6/7/2022,18:33:08:306,2204.593262,-141.8742981,-0.268667161,,,
6/7/2022,18:33:08:356,2201.324463,-141.3851929,-0.313445032,,,
6/7/2022,18:33:08:406,2198.861816,-138.3704071,-0.313445032,,,
6/7/2022,18:33:08:456,2193.443604,-146.2107544,-0.358222902,,,
6/7/2022,18:33:08:506,2182.741699,-140.3721924,-0.268667161,,,
6/7/2022,18:33:08:556,2173.606934,-139.8509216,-0.179111451,,,
6/7/2022,18:33:08:606,2174.01001,-142.079895,0.134333581,,,
6/7/2022,18:33:08:656,2175.980225,-141.9721985,0.268667161,,,
6/7/2022,18:33:08:706,2179.204346,-139.3925781,0.358222902,,,
6/7/2022,18:33:08:756,2173.204102,-141.9841003,0.223889321,,,
6/7/2022,18:33:08:806,2169.532227,-144.4582672,-0.179111451,,,
6/7/2022,18:33:08:856,2171.77124,-139.0145416,-0.268667161,,,
6/7/2022,18:33:08:906,2179.114746,-141.8360291,-0.313445032,,,
6/7/2022,18:33:08:956,2179.831055,-142.053421,-0.268667161,,,
6/7/2022,18:33:09:006,2175.308594,-142.054184,-0.447778642,,,
6/7/2022,18:33:09:056,2179.428223,-144.7035065,-0.403000772,,,
6/7/2022,18:33:09:106,2185.159668,-139.5706329,-0.403000772,,,
6/7/2022,18:33:09:156,2183.144775,-139.6832123,-0.268667161,,,
6/7/2022,18:33:09:206,2184.488037,-137.0788879,-0.134333581,,,
6/7/2022,18:33:09:256,2176.696777,-139.6815338,0,,,
6/7/2022,18:33:09:306,2167.830566,-139.3205872,0.044777863,,,
6/7/2022,18:33:09:356,2162.322998,-138.8729553,0,,,
6/7/2022,18:33:09:406,2159.412354,-141.2092896,-0.134333581,,,
6/7/2022,18:33:09:456,2157.979492,-140.980896,-0.268667161,,,
6/7/2022,18:33:09:506,2163.800781,-135.6455536,-0.358222902,,,
6/7/2022,18:33:09:556,2175.308594,-135.9776917,-0.268667161,,,
6/7/2022,18:33:09:606,2183.279053,-136.4517059,-0.179111451,,,
6/7/2022,18:33:09:656,2183.637207,-139.4585876,-0.134333581,,,
6/7/2022,18:33:09:706,2186.995605,-136.9895477,0,,,
6/7/2022,18:33:09:756,2193.622803,-137.303772,-0.044777863,,,
6/7/2022,18:33:09:806,2194.384033,-140.2001953,-0.044777863,,,
6/7/2022,18:33:09:856,2193.398926,-145.6859436,-0.179111451,,,
6/7/2022,18:33:09:906,2195.145264,-140.4011841,0,,,
6/7/2022,18:33:09:956,2197.339355,-137.7980804,0.044777863,,,
6/7/2022,18:33:10:006,2199.488525,-140.6267853,-0.044777863,,,
6/7/2022,18:33:10:056,2192.14502,-156.7837372,-0.179111451,,,
6/7/2022,18:33:10:106,2192.010742,-161.9549866,-0.358222902,,,
6/7/2022,18:33:10:156,2213.951904,-154.2496796,-0.537334323,,,
6/7/2022,18:33:10:206,2245.520264,-155.5241241,-0.537334323,,,
6/7/2022,18:33:10:256,2274.894531,-160.00354,-0.492556483,,,
6/7/2022,18:33:10:306,2304.806152,-156.3673248,-0.268667161,,,
6/7/2022,18:33:10:356,2334.18042,-149.8605042,-0.268667161,,,
6/7/2022,18:33:10:406,2354.330566,-160.1599121,-0.179111451,,,
6/7/2022,18:33:10:456,2351.643799,-169.8795319,-0.089555725,,,
6/7/2022,18:33:10:506,2340.67334,-167.1644897,-0.179111451,,,
6/7/2022,18:33:10:556,2335.88208,-155.4497223,-0.089555725,,,
6/7/2022,18:33:10:606,2335.568604,-163.8430481,-0.223889321,,,
6/7/2022,18:33:10:656,2335.344727,-163.830719,-0.313445032,,,
6/7/2022,18:33:10:706,2334.538574,-163.7097015,-0.134333581,,,
6/7/2022,18:33:10:756,2338.479004,-155.1650848,-0.179111451,,,
6/7/2022,18:33:10:806,2341.434326,-155.3191833,-0.268667161,,,
6/7/2022,18:33:10:856,2342.598633,-158.3156128,-0.223889321,,,
6/7/2022,18:33:10:906,2337.404541,-158.2647705,-0.134333581,,,
6/7/2022,18:33:10:956,2325.045654,-163.638031,-0.268667161,,,
6/7/2022,18:33:11:006,2310.537598,-165.8175964,-0.626890063,,,
6/7/2022,18:33:11:056,2295.35791,-170.6014557,-0.716445804,,,
6/7/2022,18:33:11:106,2288.014404,-166.9046783,-0.671667933,,,
6/7/2022,18:33:11:156,2281.924561,-166.3212891,-0.626890063,,,
6/7/2022,18:33:11:206,2275.208008,-165.7930298,-0.492556483,,,
6/7/2022,18:33:11:256,2269.789795,-168.1308289,-0.313445032,,,
6/7/2022,18:33:11:306,2261.461182,-173.21315,-0.313445032,,,
6/7/2022,18:33:16:547,2122.963135,-460.0539856,0,,,
6/7/2022,18:33:16:597,1570.941772,-562.9269409,-0.134333581,,,
6/7/2022,18:33:16:647,1085.460205,-705.1640015,-0.044777863,,,
6/7/2022,18:33:16:697,756.2085571,-637.2692871,0.089555725,,,
6/7/2022,18:33:16:747,554.4395142,-514.2754517,0.179111451,,,
6/7/2022,18:33:16:797,438.4648438,-444.6092529,0.134333581,,,
6/7/2022,18:33:16:847,370.4472656,-310.1932983,0.089555725,,,
6/7/2022,18:33:16:897,341.6550903,-203.8626556,0.089555725,,,
6/7/2022,18:33:16:947,338.0280762,-189.359726,0,,,
6/7/2022,18:33:16:998,334.8488464,-153.7658844,-0.044777863,,,
6/7/2022,18:33:17:047,343.5805359,-137.6960449,0.089555725,,,
6/7/2022,18:33:17:097,353.0734558,-135.6717072,-0.044777863,,,
6/7/2022,18:33:17:147,356.8795776,-125.0304871,-0.179111451,,,
6/7/2022,18:33:17:197,368.0740356,-111.3611908,-0.268667161,,,
6/7/2022,18:33:17:247,386.2986145,-108.4882202,-0.089555725,,,
6/7/2022,18:33:17:297,403.090332,-107.6932678,-0.134333581,,,
6/7/2022,18:33:17:347,413.2996826,-118.8857574,-0.179111451,,,
6/7/2022,18:33:17:397,414.28479,-122.4989319,-0.358222902,,,
6/7/2022,18:33:17:447,412.8071289,-131.1876831,-0.492556483,,,
6/7/2022,18:33:17:497,407.5681152,-133.6516266,-0.223889321,,,
6/7/2022,18:33:17:547,399.8215332,-135.6712341,-0.223889321,,,
6/7/2022,18:33:17:597,386.7463989,-136.6287689,-0.134333581,,,
6/7/2022,18:33:17:647,372.0592651,-131.7971649,-0.134333581,,,
6/7/2022,18:33:17:697,363.5514526,-127.4464645,-0.223889321,,,
6/7/2022,18:33:17:748,348.2822266,-137.350708,-0.358222902,,,
6/7/2022,18:33:17:798,334.8040771,-131.473114,-0.403000772,,,
6/7/2022,18:33:17:848,336.3265381,-120.1140976,-0.358222902,,,
6/7/2022,18:33:17:898,349.1777649,-113.6693802,-0.313445032,,,
6/7/2022,18:33:17:948,366.8650208,-111.8628693,-0.089555725,,,
6/7/2022,18:33:17:998,382.5820618,-116.1586609,-0.268667161,,,
6/7/2022,18:33:18:048,390.9555054,-116.6810379,-0.268667161,,,
6/7/2022,18:33:18:098,393.8212891,-123.3132629,-0.044777863,,,
6/7/2022,18:33:18:148,390.9107361,-128.0300751,0.044777863,,,
6/7/2022,18:33:18:198,384.462738,-126.708168,-0.044777863,,,
6/7/2022,18:33:18:248,380.2536011,-133.9883728,0.089555725,,,
6/7/2022,18:33:18:298,372.9100342,-134.0852051,0.089555725,,,
6/7/2022,18:33:18:348,372.4174805,-119.9329529,0.134333581,,,
6/7/2022,18:33:18:398,378.4624939,-118.4180298,0,,,
6/7/2022,18:33:18:448,384.686615,-119.8508759,-0.179111451,,,
6/7/2022,18:33:18:498,388.4927368,-124.8805237,-0.447778642,,,
6/7/2022,18:33:18:548,381.9551697,-125.2703094,-0.626890063,,,
6/7/2022,18:33:18:598,369.4173584,-117.2196808,-0.626890063,,,
6/7/2022,18:33:18:648,369.4621582,-113.7109833,-0.537334323,,,
6/7/2022,18:33:18:699,377.1191711,-118.4752655,-0.134333581,,,
6/7/2022,18:33:18:749,378.7759399,-124.8627167,-0.044777863,,,
6/7/2022,18:33:18:799,381.2387085,-122.5523376,-0.179111451,,,
6/7/2022,18:33:18:849,384.5075073,-122.9739456,-0.089555725,,,
6/7/2022,18:33:18:900,387.1494141,-121.8688202,-0.089555725,,,
6/7/2022,18:33:18:950,389.7912903,-122.6983337,-0.268667161,,,
6/7/2022,18:33:19:000,391.4480896,-132.2588043,-0.447778642,,,
6/7/2022,18:33:19:050,377.7460632,-148.1661377,-0.313445032,,,
6/7/2022,18:33:19:100,356.9691162,-137.8922882,-0.358222902,,,
6/7/2022,18:33:19:150,344.3417664,-130.1460114,-0.223889321,,,
6/7/2022,18:33:19:200,345.2821045,-120.0734406,-0.179111451,,,
6/7/2022,18:33:19:250,350.1628723,-113.4133682,-0.134333581,,,
6/7/2022,18:33:19:300,363.685791,-105.8833771,-0.089555725,,,
6/7/2022,18:33:19:350,375.865387,-107.2357483,0.044777863,,,
6/7/2022,18:33:19:400,380.7909546,-123.6021423,-0.044777863,,,
6/7/2022,18:33:19:450,378.4624939,-131.4387817,-0.089555725,,,
6/7/2022,18:33:19:500,367.0889282,-133.1439209,-0.134333581,,,
6/7/2022,18:33:19:550,357.2825623,-137.1551666,-0.179111451,,,
6/7/2022,18:33:53:064,256.5323792,-158.6954803,-0.268667161,,,
6/7/2022,18:33:53:115,262.3534851,-121.5122986,-0.358222902,,,
6/7/2022,18:33:53:166,258.1443787,-153.035141,-0.358222902,,,
6/7/2022,18:33:53:216,255.2338104,-141.0962524,-0.313445032,,,
6/7/2022,18:33:53:266,261.4131775,-134.3888702,-0.268667161,,,
6/7/2022,18:33:53:316,264.2789307,-121.6579437,-0.179111451,,,
6/7/2022,18:33:53:366,263.9207153,-147.1202545,0,,,
6/7/2022,18:33:53:416,261.5027161,-131.1720123,-0.044777863,,,
6/7/2022,18:33:53:466,256.7562561,-142.7784882,-0.313445032,,,
6/7/2022,18:33:53:516,244.3527985,-148.1378937,-0.358222902,,,
6/7/2022,18:33:53:566,245.8752441,-128.6461487,-0.179111451,,,
6/7/2022,18:33:53:616,256.6667175,-120.6482086,-0.044777863,,,
6/7/2022,18:33:53:666,249.3231354,-157.8673553,0,,,
6/7/2022,18:33:53:716,242.9199066,-110.6371918,-0.044777863,,,
6/7/2022,18:33:53:766,251.1142578,-115.9934769,-0.089555725,,,
6/7/2022,18:33:53:816,265.4879456,-127.1695404,0.134333581,,,
6/7/2022,18:33:53:866,271.9807434,-128.7009583,0.179111451,,,
6/7/2022,18:33:53:916,271.1299438,-130.1315002,0,,,
6/7/2022,18:33:53:966,274.3091736,-121.8524857,-0.313445032,,,
6/7/2022,18:33:54:016,284.7872009,-113.381958,-0.268667161,,,
6/7/2022,18:33:54:066,296.8324585,-148.0700836,-0.089555725,,,
6/7/2022,18:33:54:116,293.1158752,-147.9150238,0.044777863,,,
6/7/2022,18:33:54:166,283.3095398,-142.15065,0.044777863,,,
6/7/2022,18:33:54:216,275.6077576,-145.2136993,0.089555725,,,
6/7/2022,18:33:54:267,263.025177,-155.7423248,0.089555725,,,
6/7/2022,18:33:54:317,250.1739197,-156.1308136,-0.044777863,,,
6/7/2022,18:33:54:368,247.2185822,-132.834549,-0.268667161,,,
6/7/2022,18:33:54:417,245.2483521,-166.6643524,-0.134333581,,,
6/7/2022,18:33:54:467,248.7410278,-123.6583328,0.044777863,,,
6/7/2022,18:33:54:517,253.6218109,-123.1886139,0.223889321,,,
6/7/2022,18:33:54:567,265.4879456,-117.7919846,0.134333581,,,
6/7/2022,18:33:54:617,278.0257568,-117.5851974,0.044777863,,,
6/7/2022,18:33:54:667,290.1157837,-129.5473785,-0.089555725,,,
6/7/2022,18:33:54:717,297.5488892,-122.0533829,-0.223889321,,,
6/7/2022,18:33:54:767,300.6833496,-136.2019958,-0.358222902,,,
6/7/2022,18:33:54:817,297.2802429,-136.5021515,-0.403000772,,,
6/7/2022,18:33:54:867,292.0412292,-131.1172943,-0.313445032,,,
6/7/2022,18:33:54:917,298.8026733,-103.7129288,-0.179111451,,,
6/7/2022,18:33:54:967,322.9379578,-102.3103638,-0.134333581,,,
6/7/2022,18:33:55:017,348.3717651,-106.8432693,-0.089555725,,,
6/7/2022,18:33:55:067,370.268158,-102.0652466,0,,,
6/7/2022,18:33:55:117,392.119751,-103.1834717,-0.089555725,,,
6/7/2022,18:33:55:167,406.8516541,-96.11460114,-0.268667161,,,
6/7/2022,18:33:55:217,429.4197083,-93.78134155,-0.403000772,,,
6/7/2022,18:33:55:267,453.6893005,-87.51657867,-0.313445032,,,
6/7/2022,18:33:55:317,468.2420959,-107.6832962,-0.403000772,,,
6/7/2022,18:33:55:367,466.1823425,-122.8563995,-0.313445032,,,
6/7/2022,18:33:55:417,453.8684082,-110.6058426,-0.223889321,,,
6/7/2022,18:33:55:467,448.6293945,-115.8961029,-0.134333581,,,
6/7/2022,18:33:55:517,452.5250854,-103.392395,-0.179111451,,,
6/7/2022,18:33:55:567,452.2564087,-109.2425232,0.044777863,,,
6/7/2022,18:33:55:617,444.9128418,-112.0982971,0.134333581,,,
6/7/2022,18:33:55:667,439.1812744,-111.43647,-0.044777863,,,
6/7/2022,18:33:55:717,432.2854919,-121.3490982,-0.134333581,,,
6/7/2022,18:33:55:767,418.9416809,-122.3812332,-0.044777863,,,
6/7/2022,18:33:55:817,403.6724243,-123.5777588,-0.089555725,,,
6/7/2022,18:33:55:867,383.1641846,-129.7542419,-0.268667161,,,
6/7/2022,18:33:55:917,362.6559143,-126.0654068,-0.313445032,,,
