Date,Time (UTC),Active Power L1 (W),Reactive Power L1 (Var),Active Power L3 (W)
6/2/2022,18:46:50:426,3688.800293,-31.69116402,3373.564209
6/2/2022,18:47:50:427,3660.500732,-31.45571899,3346.518311
6/2/2022,18:48:19:269,3762.056885,-36.88976669,3349.249756
6/2/2022,18:48:19:320,3766.086914,-32.31461716,3348.84668
6/2/2022,18:48:19:370,3766.042236,-32.33732986,3348.802002
6/2/2022,18:48:19:420,3760.982178,-32.33370209,3348.802002
6/2/2022,18:48:19:470,3756.862793,-27.68686676,3349.070801
6/2/2022,18:48:19:520,3747.817627,-27.65814972,3349.249756
6/2/2022,18:48:19:570,3729.99585,-27.5835495,3349.518555
6/2/2022,18:48:19:620,3714.681885,-18.31908035,3350.100586
6/2/2022,18:48:19:670,3706.308594,-22.82301521,3350.414063
6/2/2022,18:48:19:720,3699.726074,-27.31629944,3350.996094
6/2/2022,18:48:19:770,3695.606445,-27.26222992,3350.996094
6/2/2022,18:48:19:820,3695.472168,-27.22750854,3351.041016
6/2/2022,18:48:19:870,3694.352783,-27.21273994,3351.354248
6/2/2022,18:48:19:920,3692.069092,-31.73044014,3351.757324
6/2/2022,18:48:19:970,3690.501953,-31.7130661,3351.846924
6/2/2022,18:48:20:020,3689.740723,-36.22841644,3351.354248
6/2/2022,18:48:20:070,3688.93457,-31.69245148,3350.727539
6/2/2022,18:48:20:120,3686.561523,-27.15312958,3350.145264
6/2/2022,18:48:20:170,3684.501709,-27.13484764,3349.652832
6/2/2022,18:48:20:220,3684.009033,-22.61090851,3349.205078
6/2/2022,18:48:20:270,3684.904541,-22.60274696,3348.936279
6/2/2022,18:48:20:320,3685.889648,-22.6055088,3348.667725
6/2/2022,18:48:20:370,3686.02417,-27.12853432,3348.936279
6/2/2022,18:48:20:420,3685.889648,-27.12929344,3349.160156
6/2/2022,18:48:20:470,3687.143555,-27.1324749,3349.473633
6/2/2022,18:48:20:520,3687.860107,-27.13833427,3349.742432
6/2/2022,18:48:20:570,3687.233154,-31.6653595,3349.921387
6/2/2022,18:48:20:621,3686.7854,-31.66444588,3350.45874
6/2/2022,18:48:20:671,3686.516602,-31.66171074,3350.996094
6/2/2022,18:48:20:721,3686.516602,-31.65998459,3351.219971
6/2/2022,18:48:20:771,3686.695801,-31.65430069,3351.48877
6/2/2022,18:48:20:821,3692.9646,-27.14506531,3351.533447
6/2/2022,18:48:20:871,3699.502197,-22.65580559,3351.264893
6/2/2022,18:48:20:921,3696.815674,-22.67238808,3351.39917
6/2/2022,18:48:20:971,3692.427246,-22.66306496,3351.443848
6/2/2022,18:48:21:021,3689.651123,-27.17671585,3351.623047
6/2/2022,18:48:21:071,3690.412354,-18.11668777,3351.443848
6/2/2022,18:48:21:121,3689.069092,-22.6391468,3350.54834
6/2/2022,18:48:21:171,3685.441895,-27.15472794,3347.906494
6/2/2022,18:48:21:221,3681.053711,-31.65089798,3344.727295
6/2/2022,18:48:21:271,3676.710205,-31.6180439,3342.219727
6/2/2022,18:48:21:321,3674.113281,-31.59256744,3340.741943
6/2/2022,18:48:21:371,3673.97876,-27.06099129,3339.846436
6/2/2022,18:48:21:421,3672.948975,-31.56114197,3339.667236
6/2/2022,18:48:21:471,3671.874268,-27.04981232,3340.518066
6/2/2022,18:48:21:521,3672.053467,-27.04392815,3341.950928
6/2/2022,18:48:21:571,3672.904297,-22.53185844,3343.249512
6/2/2022,18:48:21:621,3674.650635,-18.02648163,3344.14502
6/2/2022,18:48:21:671,3676.396973,-22.54397964,3345.130127
6/2/2022,18:48:21:721,3677.695313,-22.55260086,3346.070557
6/2/2022,18:48:21:771,3677.337158,-27.06751633,3347.010986
6/2/2022,18:48:21:821,3677.337158,-27.06973457,3347.637695
6/2/2022,18:48:21:871,3677.561035,-27.0704689,3347.772217
6/2/2022,18:48:21:921,3677.964111,-27.0729084,3347.951172
6/2/2022,18:48:21:971,3677.695313,-31.5860672,3348.130371
6/2/2022,18:48:22:021,3678.053711,-27.07342529,3347.996094
6/2/2022,18:48:22:071,3679.128418,-31.59025383,3347.816895
6/2/2022,18:48:22:121,3679.44165,-27.08118057,3348.264648
6/2/2022,18:48:22:171,3679.665527,-27.08367729,3348.622803
6/2/2022,18:48:22:221,3680.068604,-22.57644081,3348.757324
6/2/2022,18:48:22:271,3681.411865,-18.05930328,3349.249756
6/2/2022,18:49:22:271,3682.621094,-31.65249443,3350.279785
6/2/2022,18:50:22:271,3674.874512,-18.03631783,3357.623291
6/2/2022,18:51:22:271,3652.978027,-22.40045547,3336.935791
6/2/2022,18:52:07:117,3753.325195,-22.98182106,3352.070801
6/2/2022,18:52:07:167,3749.922119,-27.60917091,3352.115479
6/2/2022,18:52:07:217,3737.115723,-27.58300972,3352.563477
6/2/2022,18:52:07:267,3725.383789,-32.11138153,3352.966309
6/2/2022,18:52:07:317,3715.308838,-32.02380371,3353.414063
6/2/2022,18:52:07:367,3727.309326,-31.99897575,3353.369385
6/2/2022,18:52:07:417,3743.205322,-32.05245972,3353.145508
6/2/2022,18:52:07:467,3755.205811,-27.55191231,3352.697754
6/2/2022,18:52:07:517,3760.534424,-32.22995377,3352.205078
6/2/2022,18:52:07:567,3764.430176,-27.66937256,3352.070801
6/2/2022,18:52:07:617,3767.87793,-23.08414268,3351.936523
6/2/2022,18:52:07:667,3765.863037,-18.48204231,3352.070801
6/2/2022,18:52:07:717,3765.594482,-23.10495758,3352.205078
6/2/2022,18:52:07:767,3762.683838,-27.72285461,3352.787354
6/2/2022,18:52:07:817,3758.877686,-27.70492172,3353.145508
6/2/2022,18:52:07:867,3756.056641,-27.68637657,3353.369385
6/2/2022,18:52:07:917,3752.340088,-27.66459084,3353.324463
6/2/2022,18:52:07:967,3754.355225,-27.65500641,3353.458984
6/2/2022,18:52:08:017,3758.026855,-27.65779114,3353.324463
6/2/2022,18:52:08:067,3756.817871,-36.88350296,3352.518555
6/2/2022,18:52:08:117,3739.533691,-32.24391556,3347.189941
6/2/2022,18:52:08:167,3715.398438,-36.69781494,3341.010742
6/2/2022,18:52:08:217,3708.278809,-31.98200035,3335.906006
6/2/2022,18:52:08:267,3703.12915,-27.34807968,3332.681885
6/2/2022,18:52:08:317,3695.114014,-22.73881149,3330.756592
6/2/2022,18:52:08:367,3695.203613,-18.16044617,3329.816162
6/2/2022,18:52:08:417,3706.621826,-18.16937256,3329.234131
6/2/2022,18:52:08:467,3713.786377,-27.29182625,3329.368408
6/2/2022,18:52:08:517,3715.532715,-27.33062935,3329.771484
6/2/2022,18:52:08:567,3706.980225,-31.88326454,3330.577393
6/2/2022,18:52:08:617,3698.562012,-36.38708115,3331.338623
6/2/2022,18:52:08:667,3699.949951,-36.35369873,3332.099854
6/2/2022,18:52:08:717,3697.800781,-31.79534912,3333.084961
6/2/2022,18:52:08:767,3695.919922,-31.77181816,3333.846191
6/2/2022,18:52:08:817,3695.472168,-31.76984596,3334.070068
6/2/2022,18:52:08:867,3690.591553,-27.21216774,3334.159668
6/2/2022,18:52:08:917,3695.919922,-27.19993019,3333.711914
6/2/2022,18:52:08:967,3702.770996,-22.68762207,3333.26416
6/2/2022,18:52:09:017,3706.397949,-22.7137146,3332.995361
6/2/2022,18:52:09:067,3709.756348,-22.73595428,3332.995361
6/2/2022,18:52:09:117,3713.114746,-22.75840569,3332.592529
6/2/2022,18:52:09:167,3709.532471,-22.77255058,3332.547607
6/2/2022,18:52:09:217,3703.711426,-27.30339432,3332.592529
6/2/2022,18:52:09:267,3702.770996,-27.28916168,3332.592529
6/2/2022,18:52:09:317,3696.412598,-31.80709839,3332.816406
6/2/2022,18:52:09:367,3691.397461,-31.77010345,3332.861084
6/2/2022,18:52:09:417,3698.069336,-31.75358963,3332.861084
6/2/2022,18:52:09:467,3704.338135,-27.23945808,3332.905762
6/2/2022,18:52:09:517,3712.666992,-31.82759666,3332.771484
6/2/2022,18:52:09:567,3707.472656,-27.30592155,3333.084961
6/2/2022,18:52:09:617,3703.12915,-27.28644943,3333.174561
6/2/2022,18:52:09:667,3710.696777,-18.19721222,3333.040283
6/2/2022,18:52:09:717,3714.010254,-22.76650047,3333.219238
6/2/2022,18:52:09:767,3715.935791,-27.34011269,3333.35376
6/2/2022,18:52:09:817,3721.040283,-22.80305862,3333.26416
6/2/2022,18:52:09:867,3726.05542,-27.39637375,3332.995361
6/2/2022,18:52:09:917,3728.428711,-27.42650604,3332.950684
6/2/2022,18:52:09:967,3729.951172,-22.87070084,3333.040283
6/2/2022,18:52:10:017,3720.816406,-36.58979416,3333.398438
6/2/2022,18:52:10:067,3705.860596,-36.51430893,3333.666992
6/2/2022,18:52:10:117,3700.21875,-36.42155075,3334.070068
6/2/2022,18:52:49:959,3802.580811,-23.27440834,3365.056396
6/2/2022,18:52:50:009,3807.327393,-27.98114204,3364.563721
6/2/2022,18:52:50:060,3810.237793,-28.02063751,3364.474365
6/2/2022,18:52:50:110,3810.820068,-28.04298401,3364.608643
6/2/2022,18:52:50:160,3807.999023,-28.05040169,3364.74292
6/2/2022,18:52:50:210,3802.491211,-23.37586784,3364.65332
6/2/2022,18:52:50:260,3788.251953,-27.98971939,3364.83252
6/2/2022,18:52:50:310,3775.400635,-32.56343079,3365.369873
6/2/2022,18:52:50:360,3769.087158,-32.48069763,3365.862305
6/2/2022,18:52:50:410,3762.191162,-32.4127388,3366.578857
6/2/2022,18:52:50:460,3756.190918,-32.35050964,3367.071289
6/2/2022,18:52:50:510,3752.832764,-32.30147934,3367.429688
6/2/2022,18:52:50:560,3752.563965,-23.05014229,3367.922119
6/2/2022,18:52:50:610,3752.160889,-23.04043198,3368.504395
6/2/2022,18:52:50:660,3746.115967,-27.63141823,3369.220703
6/2/2022,18:52:50:710,3731.831787,-22.98417473,3370.071533
6/2/2022,18:52:50:760,3717.816406,-32.08020782,3370.519287
6/2/2022,18:52:50:810,3710.741455,-22.84932137,3370.743164
6/2/2022,18:52:50:860,3705.681641,-27.35669899,3370.967041
6/2/2022,18:52:50:910,3701.338135,-22.76170731,3371.459717
6/2/2022,18:52:50:960,3698.024658,-31.82427025,3371.728271
6/2/2022,18:52:51:010,3695.024414,-27.25606346,3371.325195
6/2/2022,18:52:51:060,3694.263184,-31.76686668,3370.429688
6/2/2022,18:52:51:110,3692.785645,-27.21325302,3369.53418
6/2/2022,18:52:51:160,3692.337891,-27.21245956,3368.907227
6/2/2022,18:52:51:210,3692.069092,-22.67408562,3368.190918
6/2/2022,18:52:51:260,3690.904785,-18.12790298,3367.116211
6/2/2022,18:52:51:310,3691.755615,-27.18858147,3366.399658
6/2/2022,18:52:51:360,3695.696045,-27.19924355,3366.086182
6/2/2022,18:52:51:410,3696.502197,-27.22254562,3365.951904
6/2/2022,18:52:51:460,3694.890137,-22.68240356,3366.086182
6/2/2022,18:52:51:510,3692.9646,-27.21022987,3366.175781
6/2/2022,18:52:51:560,3692.069092,-31.73810387,3366.310059
6/2/2022,18:52:51:610,3691.442139,-27.20541763,3366.668457
6/2/2022,18:52:51:660,3691.173584,-36.2569046,3367.116211
6/2/2022,18:52:51:710,3692.606445,-31.72374916,3367.205811
6/2/2022,18:52:51:760,3693.681152,-31.73849106,3367.250488
6/2/2022,18:52:51:810,3693.72583,-31.73716927,3367.250488
6/2/2022,18:52:51:860,3694.890137,-27.2073555,3367.474365
6/2/2022,18:52:51:910,3696.054443,-27.22223663,3367.474365
6/2/2022,18:52:51:960,3698.562012,-22.68924904,3367.429688
6/2/2022,18:52:52:010,3697.979736,-22.69633675,3367.474365
6/2/2022,18:52:52:060,3696.502197,-22.69553757,3368.011719
6/2/2022,18:52:52:110,3696.815674,-27.22966766,3368.369873
6/2/2022,18:52:52:160,3701.114258,-27.25085831,3368.369873
6/2/2022,18:52:52:210,3699.770996,-22.71763802,3368.772949
6/2/2022,18:52:52:260,3697.711182,-27.25473404,3369.623779
6/2/2022,18:52:52:310,3695.337891,-31.77687454,3370.071533
6/2/2022,18:52:52:360,3694.173584,-31.76290131,3370.250732
6/2/2022,18:52:52:410,3693.905029,-27.22424316,3370.698486
6/2/2022,18:52:52:460,3693.770752,-31.74860191,3371.14624
6/2/2022,18:52:52:510,3694.397461,-31.75499153,3371.683594
6/2/2022,18:52:52:560,3696.233398,-27.22555733,3371.99707
6/2/2022,18:52:52:610,3696.949951,-22.68763161,3371.907471
6/2/2022,18:52:52:660,3697.66626,-18.15971756,3372.355225
6/2/2022,18:52:52:711,3698.203613,-22.70473289,3372.802979
6/2/2022,18:52:52:761,3699.27832,-27.23862648,3373.788086
6/2/2022,18:52:52:811,3703.21875,-27.25245476,3373.832764
6/2/2022,18:52:52:861,3702.323242,-22.72665977,3374.011963
6/2/2022,18:52:52:911,3701.741211,-22.72755814,3373.877686
6/2/2022,18:52:52:961,3700.30835,-27.25908852,3373.967285
6/2/2022,18:53:52:961,3667.665283,-27.008461,3346.473633
6/2/2022,18:54:15:941,3768.594482,-32.28051376,3356.593262
6/2/2022,18:54:15:991,3777.37085,-23.11579704,3356.01123
6/2/2022,18:54:16:041,3781.356201,-32.42647934,3355.294922
6/2/2022,18:54:16:091,3763.668945,-27.78991699,3355.25
6/2/2022,18:54:16:141,3744.414551,-32.31775284,3355.473877
6/2/2022,18:54:16:191,3738.772461,-36.81834793,3355.3396
6/2/2022,18:54:16:242,3739.175537,-36.75341034,3355.294922
6/2/2022,18:54:16:292,3746.83252,-27.570364,3354.444092
6/2/2022,18:54:16:342,3750.638672,-36.78519821,3353.593262
6/2/2022,18:54:16:392,3752.071533,-27.61105919,3353.235107
6/2/2022,18:54:16:442,3748.489258,-32.21465683,3352.384277
6/2/2022,18:54:16:492,3744.145752,-23.0024395,3351.041016
6/2/2022,18:54:16:542,3742.623291,-27.58432388,3349.69751
6/2/2022,18:54:16:592,3734.249756,-22.96541023,3349.025879
6/2/2022,18:54:16:642,3718.488037,-22.90860748,3348.533447
6/2/2022,18:54:16:692,3708.502686,-22.8410511,3348.533447
6/2/2022,18:54:16:742,3706.621826,-22.79498482,3348.175049
6/2/2022,18:54:16:792,3701.382813,-31.86020851,3347.682617
6/2/2022,18:54:16:842,3699.144043,-27.27907372,3347.010986
6/2/2022,18:54:16:892,3696.636475,-36.33585358,3346.652588
6/2/2022,18:54:16:942,3705.368164,-31.79631424,3346.339355
6/2/2022,18:54:16:992,3719.070068,-40.9383812,3345.84668
6/2/2022,18:54:17:042,3737.25,-31.95198822,3345.264648
6/2/2022,18:54:17:092,3743.563721,-27.47723389,3345.354004
6/2/2022,18:54:17:142,3747.772705,-18.36100006,3345.264648
6/2/2022,18:54:17:193,3748.220459,-27.5717659,3345.443604
6/2/2022,18:54:17:242,3748.578857,-27.58911133,3345.75708
6/2/2022,18:54:17:292,3746.384766,-22.99326134,3345.936279
6/2/2022,18:54:17:342,3731.69751,-27.56344223,3346.831787
6/2/2022,18:54:17:392,3715.577393,-27.48098183,3348.040771
6/2/2022,18:54:17:442,3708.01001,-31.9615097,3348.802002
6/2/2022,18:54:17:492,3712.845947,-27.35454369,3348.84668
6/2/2022,18:54:17:542,3718.801514,-31.92004013,3349.025879
6/2/2022,18:54:17:592,3712.577393,-36.48304367,3349.473633
6/2/2022,18:54:17:642,3706.801025,-36.44888687,3349.921387
6/2/2022,18:54:17:692,3701.651611,-36.40088272,3350.369141
6/2/2022,18:54:17:742,3717.861084,-36.41372299,3349.921387
6/2/2022,18:54:17:792,3725.742188,-31.93148041,3349.518555
6/2/2022,18:54:17:842,3720.816406,-27.3981514,3349.518555
6/2/2022,18:54:17:892,3717.234375,-27.38650322,3349.563232
6/2/2022,18:54:17:942,3736.39917,-27.41870117,3348.802002
6/2/2022,18:54:17:992,3757.668701,-32.10305405,3347.727295
6/2/2022,18:54:18:042,3771.415527,-32.24768066,3347.055664
6/2/2022,18:54:18:092,3780.594971,-32.35096359,3346.428711
6/2/2022,18:54:18:142,3788.117676,-27.81050682,3346.070557
6/2/2022,18:54:18:192,3784.490723,-27.85012245,3346.115234
6/2/2022,18:54:18:242,3776.699219,-32.48054504,3346.473633
6/2/2022,18:54:18:292,3768.818359,-27.8051815,3346.384033
6/2/2022,18:54:18:342,3766.758545,-32.39661407,3346.428711
6/2/2022,18:54:18:392,3767.698975,-37.00641632,3346.204834
6/2/2022,18:54:18:442,3765.863037,-27.74925613,3345.980957
6/2/2022,18:54:18:492,3760.265869,-23.10366249,3345.84668
6/2/2022,18:54:18:542,3748.35498,-27.68377113,3345.980957
6/2/2022,18:54:18:592,3732.055664,-27.59541512,3346.384033
6/2/2022,18:54:18:642,3718.667236,-27.50995064,3347.055664
6/2/2022,18:54:18:692,3710.069824,-22.84631538,3347.369141
6/2/2022,18:54:18:742,3703.711426,-27.34877014,3347.45874
6/2/2022,18:54:18:792,3709.174316,-27.30806923,3347.189941
6/2/2022,18:54:18:842,3721.756836,-27.34363747,3346.69751
6/2/2022,18:54:18:892,3727.443604,-31.95291138,3346.563232
6/2/2022,18:54:18:942,3735.593262,-36.57472992,3345.84668
6/2/2022,18:55:18:943,3721.577637,-32.02739716,3390.087158
6/2/2022,18:55:28:174,3822.462158,-37.47357178,3396.580078
6/2/2022,18:55:28:225,3824.790771,-32.82029343,3396.22168
6/2/2022,18:55:28:275,3825.104248,-37.53319168,3396.087402
6/2/2022,18:55:28:325,3824.566895,-37.54116821,3396.087402
6/2/2022,18:55:28:375,3826.178711,-32.86043167,3396.177002
6/2/2022,18:55:28:425,3831.05957,-32.87159729,3396.311279
6/2/2022,18:55:28:475,3839.433105,-23.5095005,3397.027832
6/2/2022,18:55:28:525,3842.925781,-23.54396057,3397.565186
6/2/2022,18:55:28:575,3843.328857,-28.27720261,3398.236816
6/2/2022,18:55:28:625,3841.716797,-28.28652573,3398.550293
6/2/2022,18:55:28:675,3837.149414,-28.27918816,3398.594971
6/2/2022,18:55:28:725,3833.432861,-32.96055984,3398.460693
6/2/2022,18:55:28:775,3830.343262,-32.93445587,3398.415771
6/2/2022,18:55:28:825,3826.805664,-32.90123749,3398.594971
6/2/2022,18:55:28:875,3821.029297,-28.17957878,3398.550293
6/2/2022,18:55:28:925,3813.999268,-28.14259529,3398.415771
6/2/2022,18:55:28:975,3810.148438,-32.77898026,3398.057617
6/2/2022,18:55:29:025,3809.387207,-32.75259399,3397.699463
6/2/2022,18:55:29:075,3811.939453,-32.74499512,3397.609863
6/2/2022,18:55:29:125,3811.133545,-32.74095535,3397.385986
6/2/2022,18:55:29:175,3810.999023,-18.70672035,3397.475586
6/2/2022,18:55:29:225,3809.342285,-23.37865067,3397.789063
6/2/2022,18:55:29:275,3810.864746,-18.70064926,3397.968018
6/2/2022,18:55:29:325,3812.476807,-23.38436699,3397.968018
6/2/2022,18:55:29:375,3811.2229,-23.38624573,3397.92334
6/2/2022,18:55:29:425,3809.521484,-18.70732498,3398.012939
6/2/2022,18:55:29:475,3793.311768,-23.35118484,3398.505371
6/2/2022,18:55:29:526,3768.325928,-27.91768646,3399.625
6/2/2022,18:55:29:576,3746.563721,-32.40237045,3400.968262
6/2/2022,18:55:29:626,3737.294678,-36.86248398,3401.460693
6/2/2022,18:55:29:676,3741.593506,-32.17868042,3401.77417
6/2/2022,18:55:29:726,3751.937012,-36.78203201,3402.042969
6/2/2022,18:55:29:776,3765.459961,-32.24779892,3402.177246
6/2/2022,18:55:29:826,3781.087402,-32.35219574,3402.177246
6/2/2022,18:55:29:876,3782.162109,-23.16456032,3402.445801
6/2/2022,18:55:29:926,3770.072266,-23.16862488,3402.893799
6/2/2022,18:55:29:976,3755.116455,-18.49938011,3403.251953
6/2/2022,18:55:30:026,3753.235596,-23.06954384,3403.38623
6/2/2022,18:55:30:076,3758.609131,-23.06125069,3403.744385
6/2/2022,18:55:30:126,3753.235596,-27.66610909,3404.371338
6/2/2022,18:55:30:176,3743.026367,-27.6293354,3404.729492
6/2/2022,18:55:30:226,3738.996338,-27.57448196,3404.729492
6/2/2022,18:55:30:276,3741.817383,-36.74991989,3404.639893
6/2/2022,18:55:30:326,3749.474365,-27.57478714,3404.32666
6/2/2022,18:55:30:376,3744.95166,-36.78147125,3404.460938
6/2/2022,18:55:30:426,3740.205322,-32.16431046,3404.371338
6/2/2022,18:55:30:476,3735.772217,-32.134655,3404.371338
6/2/2022,18:55:30:526,3731.563232,-27.51740646,3404.505615
6/2/2022,18:55:30:576,3727.219727,-27.48186874,3404.819092
6/2/2022,18:55:30:626,3727.75708,-13.73175049,3404.460938
6/2/2022,18:55:30:676,3724.622559,-22.8698349,3403.430908
6/2/2022,18:55:30:726,3722.921143,-18.28852844,3402.132568
6/2/2022,18:55:30:776,3732.190186,-27.43187904,3400.878662
6/2/2022,18:55:30:826,3747.862305,-22.91438675,3399.5354
6/2/2022,18:55:30:876,3749.74292,-22.9678154,3399.132324
6/2/2022,18:55:30:926,3737.473877,-27.56390953,3399.221924
6/2/2022,18:55:30:976,3726.234619,-27.51424599,3399.803955
6/2/2022,18:55:31:026,3719.518066,-32.03261566,3399.848877
6/2/2022,18:55:31:076,3715.890869,-27.41195488,3399.938232
6/2/2022,18:55:31:126,3712.756592,-31.93302536,3400.027832
6/2/2022,18:55:31:176,3711.86084,-27.35593987,3400.072754
6/2/2022,18:56:31:176,3679.396973,-27.08141899,3373.519287
6/2/2022,18:56:42:954,3784.177246,-32.35131454,3374.549316
6/2/2022,18:56:43:004,3796.177734,-37.14119339,3374.459717
6/2/2022,18:56:43:055,3792.685059,-32.55074692,3374.549316
6/2/2022,18:56:43:106,3786.057861,-27.89344406,3374.907471
6/2/2022,18:56:43:156,3772.266357,-27.86322212,3375.400146
6/2/2022,18:56:43:206,3755.38501,-23.14574814,3376.071777
6/2/2022,18:56:43:256,3750.862549,-23.07347488,3376.250732
6/2/2022,18:56:43:306,3751.847656,-32.26156998,3376.161377
6/2/2022,18:56:43:356,3749.698242,-27.63038826,3376.250732
6/2/2022,18:56:43:406,3740.518799,-27.60299683,3376.833008
6/2/2022,18:56:43:456,3731.160156,-32.13620758,3376.519531
6/2/2022,18:56:43:506,3730.354248,-27.49873734,3376.071777
6/2/2022,18:56:43:556,3741.906982,-27.50579834,3375.489746
6/2/2022,18:56:43:606,3754.310303,-32.14955521,3375.265625
6/2/2022,18:56:43:656,3764.161377,-27.62701988,3375.041748
6/2/2022,18:56:43:706,3765.325684,-41.51428986,3374.907471
6/2/2022,18:56:43:756,3767.788574,-32.32250214,3374.370117
6/2/2022,18:56:43:806,3770.922852,-27.72788811,3374.011963
6/2/2022,18:56:43:856,3765.146484,-27.73485565,3373.743408
6/2/2022,18:56:43:906,3764.340576,-27.72546768,3373.474609
6/2/2022,18:56:43:956,3771.370605,-23.113451,3372.355225
6/2/2022,18:56:44:006,3774.236572,-23.13284302,3371.99707
6/2/2022,18:56:44:056,3773.923096,-27.7754097,3372.086426
6/2/2022,18:56:44:106,3773.251465,-27.78037453,3372.265625
6/2/2022,18:56:44:156,3771.370605,-32.40587997,3372.399902
6/2/2022,18:56:44:206,3772.669189,-32.40652847,3372.623779
6/2/2022,18:56:44:256,3775.490234,-32.4109993,3372.444824
6/2/2022,18:56:44:306,3781.580078,-37.06818008,3372.176025
6/2/2022,18:56:44:356,3789.102783,-41.75574875,3371.772949
6/2/2022,18:56:44:406,3802.222656,-37.19778824,3371.23584
6/2/2022,18:56:44:456,3808.4021,-37.29400253,3370.608887
6/2/2022,18:56:44:506,3801.103271,-32.66003036,3370.38501
6/2/2022,18:56:44:556,3789.819092,-27.96668434,3370.026611
6/2/2022,18:56:44:606,3776.699219,-23.25461006,3370.116211
6/2/2022,18:56:44:656,3762.594238,-18.54719734,3370.563965
6/2/2022,18:56:44:706,3745.265137,-23.09996796,3371.011719
6/2/2022,18:56:44:756,3731.070557,-27.60476875,3371.414795
6/2/2022,18:56:44:806,3725.921143,-27.51429558,3371.99707
6/2/2022,18:56:44:856,3728.428711,-32.05686569,3372.668701
6/2/2022,18:56:44:906,3736.444092,-22.8934021,3373.698486
6/2/2022,18:56:44:956,3744.011475,-22.9308033,3374.415039
6/2/2022,18:56:45:006,3738.503662,-36.70734406,3375.08667
6/2/2022,18:56:45:056,3743.384521,-32.12867355,3375.400146
6/2/2022,18:56:45:106,3755.071533,-32.17456818,3375.17627
6/2/2022,18:56:45:156,3768.952637,-32.25518799,3374.817871
6/2/2022,18:56:45:206,3778.579834,-32.34424973,3374.638916
6/2/2022,18:56:45:256,3782.789063,-27.78431702,3374.191162
6/2/2022,18:56:45:306,3783.818848,-27.82213783,3373.967285
6/2/2022,18:56:45:356,3785.028076,-23.20652199,3373.922363
6/2/2022,18:56:45:406,3784.311523,-27.85983086,3374.23584
6/2/2022,18:56:45:456,3780.908447,-23.21153069,3374.952393
6/2/2022,18:56:45:506,3779.430664,-27.83488655,3375.041748
6/2/2022,18:56:45:556,3783.281738,-27.83757973,3374.728516
6/2/2022,18:56:45:606,3780.326172,-37.12045288,3375.17627
6/2/2022,18:56:45:656,3773.206543,-37.09998703,3375.892578
6/2/2022,18:56:45:706,3760.489746,-32.40416718,3376.474854
6/2/2022,18:56:45:756,3748.444336,-27.70241547,3376.967285
6/2/2022,18:56:45:806,3738.145508,-32.2231369,3377.325439
6/2/2022,18:56:45:856,3730.264648,-32.14038849,3377.594238
6/2/2022,18:56:45:906,3723.458496,-22.90573692,3377.638916
6/2/2022,18:56:45:956,3720.189697,-32.01176834,3377.415039
6/2/2022,18:57:20:863,3820.581543,-32.76985931,3390.893311
6/2/2022,18:57:20:914,3821.029297,-28.11525917,3390.13208
6/2/2022,18:57:20:964,3818.477051,-32.80522156,3389.28125
6/2/2022,18:57:21:014,3815.790283,-23.4251976,3388.743896
6/2/2022,18:57:21:064,3810.999023,-28.09400368,3388.609619
6/2/2022,18:57:21:114,3804.013672,-28.06019211,3388.385742
6/2/2022,18:57:21:164,3801.103271,-23.35256577,3387.982666
6/2/2022,18:57:21:214,3799.222656,-23.33605003,3387.48999
6/2/2022,18:57:21:264,3798.461426,-32.64796066,3387.176758
6/2/2022,18:57:21:314,3798.953857,-32.6357193,3386.863281
6/2/2022,18:57:21:364,3802.625732,-32.64068604,3386.504883
6/2/2022,18:57:21:414,3805.76001,-27.99748039,3386.19165
6/2/2022,18:57:21:464,3810.596191,-32.68920517,3385.967529
6/2/2022,18:57:21:514,3814.402344,-32.72404099,3386.012451
6/2/2022,18:57:21:564,3814.312744,-32.74511719,3386.236328
6/2/2022,18:57:21:614,3815.208252,-28.07821083,3386.460205
6/2/2022,18:57:21:664,3813.327637,-32.76025772,3386.773682
6/2/2022,18:57:21:714,3808.894531,-23.38949776,3386.863281
6/2/2022,18:57:21:764,3801.506104,-23.368927,3386.997559
6/2/2022,18:57:21:814,3798.998535,-18.67170143,3387.266113
6/2/2022,18:57:21:864,3803.386963,-27.98604774,3386.997559
6/2/2022,18:57:21:914,3807.282471,-32.68347549,3386.684082
6/2/2022,18:57:21:964,3812.07373,-28.0311451,3386.370605
6/2/2022,18:57:22:014,3815.924805,-32.73572922,3386.102051
6/2/2022,18:57:22:064,3813.775391,-28.07444,3385.833252
6/2/2022,18:57:22:114,3804.685547,-28.06027794,3386.236328
6/2/2022,18:57:22:164,3799.983887,-32.69408035,3386.460205
6/2/2022,18:57:22:214,3792.908936,-37.31108093,3386.818359
6/2/2022,18:57:22:264,3791.699951,-37.26548004,3387.176758
6/2/2022,18:57:22:315,3793.804443,-37.24637222,3387.266113
6/2/2022,18:57:22:365,3799.446533,-32.60900879,3387.266113
6/2/2022,18:57:22:415,3805.715332,-18.6517067,3387.131836
6/2/2022,18:57:22:465,3798.326904,-27.99113274,3387.042236
6/2/2022,18:57:22:515,3784.087646,-18.62945747,3387.400635
6/2/2022,18:57:22:565,3769.893066,-32.51050568,3387.982666
6/2/2022,18:57:22:615,3767.967529,-27.79398155,3388.027344
