Date,Time (UTC),Active Power L1 (W)
6/2/2022,05:45:11:692,153.4502563
6/2/2022,05:46:11:692,154.4676666
6/2/2022,05:47:11:692,152.0298462
6/2/2022,05:48:11:692,146.5833282
6/2/2022,05:49:11:692,143.4042358
6/2/2022,05:50:11:692,141.656723
6/2/2022,05:51:11:692,143.1741333
6/2/2022,05:52:11:692,143.2164154
6/2/2022,05:53:11:692,143.0348206
6/2/2022,05:54:11:692,140.1206512
6/2/2022,05:55:11:692,138.842041
6/2/2022,05:56:11:692,137.3320923
6/2/2022,05:57:11:692,136.4402924
6/2/2022,05:58:11:692,135.5149231
6/2/2022,05:59:11:692,134.9751282
6/2/2022,06:00:11:692,133.7835846
6/2/2022,06:01:11:692,133.4179077
6/2/2022,06:02:11:692,133.0733795
6/2/2022,06:03:11:692,132.906723
6/2/2022,06:04:11:692,132.2512512
6/2/2022,06:05:11:692,131.8445282
6/2/2022,06:06:11:692,131.4676666
6/2/2022,06:07:11:692,130.7562256
6/2/2022,06:08:11:692,129.8383026
6/2/2022,06:09:11:692,129.5435333
6/2/2022,06:10:11:692,129.2524872
6/2/2022,06:11:11:692,128.8171692
6/2/2022,06:12:11:692,128.7574615
6/2/2022,06:13:11:692,128.0957642
6/2/2022,06:14:11:692,127.3855743
6/2/2022,06:15:11:692,127.0746231
6/2/2022,06:16:11:692,127.0435333
6/2/2022,06:17:11:692,126.2636795
6/2/2022,06:18:11:692,126.1504974
6/2/2022,06:18:49:992,24.735075
6/2/2022,06:18:50:042,16.38432884
6/2/2022,06:18:50:092,14.8669157
6/2/2022,06:18:50:142,14.66915417
6/2/2022,06:18:50:192,14.5696516
6/2/2022,06:18:50:242,14.64676571
6/2/2022,06:18:50:292,14.58208942
6/2/2022,06:18:50:342,14.39801025
6/2/2022,06:18:50:392,14.23134327
6/2/2022,06:18:50:442,14.19154263
6/2/2022,06:18:50:492,14.38805962
6/2/2022,06:18:50:542,14.37313461
6/2/2022,06:18:50:592,14.48880577
6/2/2022,06:18:50:642,14.74129391
6/2/2022,06:18:50:692,14.80348301
6/2/2022,06:18:50:742,14.91293526
6/2/2022,06:18:50:792,14.53606987
6/2/2022,06:18:50:842,14.41293526
6/2/2022,06:18:50:892,14.2027359
6/2/2022,06:18:50:942,14.39801025
6/2/2022,06:18:50:992,14.46019936
6/2/2022,06:18:51:042,14.44776154
6/2/2022,06:18:51:092,14.69278622
6/2/2022,06:18:51:142,14.47885609
6/2/2022,06:18:51:192,14.39552212
6/2/2022,06:18:51:242,14.15671635
6/2/2022,06:18:51:292,14.40422916
6/2/2022,06:18:51:342,14.40795994
6/2/2022,06:18:51:392,14.56840801
6/2/2022,06:18:51:442,14.46890545
6/2/2022,06:18:51:492,14.45771122
6/2/2022,06:18:51:542,14.22885609
6/2/2022,06:18:51:592,14.34079647
6/2/2022,06:18:51:642,14.6094532
6/2/2022,06:18:51:692,14.75621891
6/2/2022,06:18:51:742,14.73134327
6/2/2022,06:18:51:792,14.86442757
6/2/2022,06:18:51:842,14.53855705
6/2/2022,06:18:51:892,14.4527359
6/2/2022,06:18:51:942,14.30721378
6/2/2022,06:18:51:993,14.50497532
6/2/2022,06:18:52:042,14.48134327
6/2/2022,06:18:52:093,14.5472641
6/2/2022,06:18:52:143,14.36567211
6/2/2022,06:18:52:192,14.264925
6/2/2022,06:18:52:243,14.09328365
6/2/2022,06:18:52:292,14.30223846
6/2/2022,06:18:52:343,14.48880577
6/2/2022,06:18:52:392,14.70398045
6/2/2022,06:18:52:442,14.46517372
6/2/2022,06:18:52:492,14.54975128
6/2/2022,06:18:52:542,14.34701538
6/2/2022,06:18:52:592,14.48756218
6/2/2022,06:18:52:642,14.52860737
6/2/2022,06:18:52:692,14.78233814
6/2/2022,06:18:52:742,14.64801025
6/2/2022,06:18:52:792,14.62686539
6/2/2022,06:18:52:842,14.71393013
6/2/2022,06:18:52:892,14.57711411
6/2/2022,06:18:52:942,14.51368141
6/2/2022,06:18:52:992,14.02487564
6/2/2022,06:19:52:992,14.71268654
6/2/2022,06:20:52:992,14.39676571
6/2/2022,06:21:52:992,14.72636795
6/2/2022,06:22:52:992,14.53482628
6/2/2022,06:23:52:993,14.41791058
6/2/2022,06:24:52:992,14.50621891
6/2/2022,06:25:52:992,14.62064648
6/2/2022,06:26:52:992,14.60323429
6/2/2022,06:27:52:992,14.58333302
6/2/2022,06:28:52:992,14.71766186
6/2/2022,06:29:52:992,14.77363205
6/2/2022,06:30:52:992,14.44900513
6/2/2022,06:31:52:992,14.48134327
6/2/2022,06:32:52:992,14.34452724
6/2/2022,06:33:52:992,14.40049744
6/2/2022,06:34:52:992,14.42039776
6/2/2022,06:35:52:992,14.50373173
6/2/2022,06:36:52:992,14.40422916
6/2/2022,06:37:52:992,14.45895481
6/2/2022,06:38:52:992,14.20895481
6/2/2022,06:39:52:992,14.33830833
6/2/2022,06:40:52:992,14.57960224
6/2/2022,06:41:52:992,14.28606987
6/2/2022,06:42:52:992,14.24004936
6/2/2022,06:43:52:992,14.3743782
6/2/2022,06:44:52:992,14.62313461
6/2/2022,06:45:52:992,14.68905449
6/2/2022,06:46:52:992,14.67164135
6/2/2022,06:47:52:992,14.60198975
6/2/2022,06:48:52:992,14.49751282
6/2/2022,06:49:52:992,14.5547266
6/2/2022,06:50:52:992,14.40920353
6/2/2022,06:51:52:992,14.4291048
6/2/2022,06:52:52:992,14.45149231
6/2/2022,06:53:52:992,14.514925
6/2/2022,06:54:16:591,176.2537384
6/2/2022,06:54:16:641,1020.746277
6/2/2022,06:54:16:691,1416.299805
6/2/2022,06:54:16:741,1472.152954
6/2/2022,06:54:16:791,1389.412964
6/2/2022,06:54:16:841,1131.63562
6/2/2022,06:54:16:891,914.241272
6/2/2022,06:54:16:941,850.9378052
6/2/2022,06:54:16:991,843.6828613
6/2/2022,06:54:17:041,843.9664307
6/2/2022,06:54:17:091,847.916687
6/2/2022,06:54:17:141,846.6716309
6/2/2022,06:54:17:191,846.2213745
6/2/2022,06:54:17:241,842.6218872
6/2/2022,06:54:17:291,840.0062256
6/2/2022,06:54:17:342,835.1343384
6/2/2022,06:54:17:391,826.7263794
6/2/2022,06:54:17:441,813.4042358
6/2/2022,06:54:17:491,792.8644409
6/2/2022,06:54:17:541,762.9428101
6/2/2022,06:54:17:591,720.5236206
6/2/2022,06:54:17:641,653.2189331
6/2/2022,06:54:17:691,536.7151489
6/2/2022,06:54:17:741,383.1505127
6/2/2022,06:54:17:791,275.896759
6/2/2022,06:54:17:841,224.9390564
6/2/2022,06:54:17:891,199.6915436
6/2/2022,06:54:17:941,187.342041
6/2/2022,06:54:17:991,178.9763641
6/2/2022,06:54:18:041,174.064682
6/2/2022,06:54:18:091,169.9763641
6/2/2022,06:54:18:141,167.0995026
6/2/2022,06:54:18:191,164.0870667
6/2/2022,06:54:18:241,162.0634308
6/2/2022,06:54:18:291,160.1281128
6/2/2022,06:54:18:341,158.8718872
6/2/2022,06:54:18:391,157.5198975
6/2/2022,06:54:18:441,156.5124359
6/2/2022,06:54:18:491,155.7612
6/2/2022,06:54:18:541,154.973877
6/2/2022,06:54:18:591,154.7848206
6/2/2022,06:54:18:641,154.4328308
6/2/2022,06:54:18:691,154.3407898
6/2/2022,06:54:18:741,154.0584564
6/2/2022,06:54:18:791,154.9154205
6/2/2022,06:54:18:841,154.0236359
6/2/2022,06:54:18:891,154.3743744
6/2/2022,06:54:18:941,153.7537384
6/2/2022,06:54:18:991,153.8917847
6/2/2022,06:54:19:041,153.4477539
6/2/2022,06:54:19:091,153.5236359
6/2/2022,06:54:19:141,152.9850769
6/2/2022,06:54:19:191,152.9975128
6/2/2022,06:54:19:241,152.8059692
6/2/2022,06:54:19:291,152.7425385
6/2/2022,06:54:19:341,152.6902924
6/2/2022,06:54:19:391,153.1069641
6/2/2022,06:54:19:441,152.8743744
6/2/2022,06:54:19:491,152.8296051
6/2/2022,06:54:19:541,152.6902924
6/2/2022,06:54:19:591,152.6592102
6/2/2022,06:55:19:591,163.3482513
6/2/2022,06:56:19:591,155.8917847
6/2/2022,06:57:19:591,153.4763641
6/2/2022,06:58:19:591,153.0883026
6/2/2022,06:59:19:591,152.4776154
6/2/2022,07:00:19:591,152.853241
6/2/2022,07:01:19:591,150.8669128
6/2/2022,07:02:19:591,149.038559
6/2/2022,07:03:19:591,147.4863129
6/2/2022,07:04:19:591,145.9203949
6/2/2022,07:05:19:591,144.9937744
6/2/2022,07:06:19:591,143.9017487
6/2/2022,07:07:19:591,143.4154205
6/2/2022,07:08:19:591,143.5870667
6/2/2022,07:09:19:591,142.6815948
6/2/2022,07:10:19:591,142.8868103
6/2/2022,07:11:19:591,142.6442719
6/2/2022,07:12:19:591,141.4166718
6/2/2022,07:13:19:591,140.4651794
6/2/2022,07:14:19:591,138.7400513
6/2/2022,07:15:19:591,137.0783539
6/2/2022,07:16:19:591,136.3358154
6/2/2022,07:17:19:591,134.593277
6/2/2022,07:18:19:591,134.0796051
6/2/2022,07:19:19:591,133.1293488
6/2/2022,07:20:19:591,132.2412872
6/2/2022,07:21:19:591,131.7375641
6/2/2022,07:22:19:591,131.9465179
6/2/2022,07:23:19:591,131.5534821
6/2/2022,07:24:19:591,131.103241
6/2/2022,07:25:19:591,131.0833282
6/2/2022,07:26:19:591,130.0945282
6/2/2022,07:27:19:591,129.7860718
6/2/2022,07:28:19:591,129.9253693
6/2/2022,07:29:19:591,128.5870667
6/2/2022,07:30:19:591,128.3171692
6/2/2022,07:31:19:591,128.038559
6/2/2022,07:32:19:591,127.8718872
6/2/2022,07:33:19:591,127.1567154
6/2/2022,07:34:19:591,127.0870667
6/2/2022,07:35:19:592,127.1019897
6/2/2022,07:36:13:614,24.69403076
6/2/2022,07:36:13:664,16.49502563
6/2/2022,07:36:13:714,14.95646763
6/2/2022,07:36:13:764,14.79477596
6/2/2022,07:36:13:814,14.84452724
6/2/2022,07:36:13:864,14.86567211
6/2/2022,07:36:13:914,15.00373173
6/2/2022,07:36:13:964,15.13184071
6/2/2022,07:36:14:014,15.27238846
6/2/2022,07:36:14:064,14.67164135
6/2/2022,07:36:14:114,14.67412949
6/2/2022,07:36:14:164,14.58706474
6/2/2022,07:36:14:214,14.91044807
6/2/2022,07:36:14:264,14.73880577
6/2/2022,07:36:14:314,14.57711411
6/2/2022,07:36:14:364,14.35696507
6/2/2022,07:36:14:414,14.21517372
6/2/2022,07:36:14:464,14.33706474
6/2/2022,07:36:14:514,14.50373173
6/2/2022,07:36:14:565,14.68656731
6/2/2022,07:36:14:614,14.72139263
6/2/2022,07:36:14:664,14.58955193
6/2/2022,07:36:14:714,14.71268654
6/2/2022,07:36:14:764,14.76119423
6/2/2022,07:36:14:814,15.08706474
6/2/2022,07:36:14:864,15.1791048
6/2/2022,07:36:14:914,15.11069679
6/2/2022,07:36:14:964,15.04104519
6/2/2022,07:36:15:014,14.78731346
6/2/2022,07:36:15:064,14.57213974
6/2/2022,07:36:15:114,14.54477596
6/2/2022,07:36:15:164,14.71766186
6/2/2022,07:36:15:214,14.73756218
6/2/2022,07:36:15:264,14.8830843
6/2/2022,07:36:15:314,14.74626827
6/2/2022,07:36:15:364,14.69278622
6/2/2022,07:36:15:414,14.58457756
6/2/2022,07:36:15:464,14.59079647
6/2/2022,07:36:15:514,14.73009968
6/2/2022,07:36:15:564,14.91791058
6/2/2022,07:36:15:614,14.8756218
6/2/2022,07:36:15:664,14.8669157
6/2/2022,07:36:15:714,14.60323429
6/2/2022,07:36:15:764,14.90671635
6/2/2022,07:36:15:814,14.93656731
6/2/2022,07:36:15:864,15.13432789
6/2/2022,07:36:15:914,14.98631859
6/2/2022,07:36:15:964,14.91791058
6/2/2022,07:36:16:014,14.66169167
6/2/2022,07:36:16:064,14.43159199
6/2/2022,07:36:16:114,14.43656731
6/2/2022,07:36:16:164,14.13930321
6/2/2022,07:36:16:214,14.28606987
6/2/2022,07:36:16:264,13.91666698
6/2/2022,07:36:16:314,14.26243782
6/2/2022,07:36:16:364,14.47636795
6/2/2022,07:36:16:414,14.78606987
6/2/2022,07:36:16:464,14.90920353
6/2/2022,07:36:16:514,14.8121891
6/2/2022,07:36:16:564,14.82338333
6/2/2022,07:36:16:614,14.59204006
6/2/2022,07:37:16:614,14.67537308
6/2/2022,07:38:16:614,14.57462692
6/2/2022,07:39:16:614,14.37935352
6/2/2022,07:40:16:614,14.59701538
6/2/2022,07:41:16:614,14.42039776
6/2/2022,07:42:16:614,14.34328365
6/2/2022,07:43:16:614,14.47139263
6/2/2022,07:44:16:614,14.67412949
6/2/2022,07:45:16:614,14.47761154
6/2/2022,07:46:16:614,14.36567211
6/2/2022,07:47:16:614,14.52114391
6/2/2022,07:48:16:614,14.37064648
6/2/2022,07:49:16:614,14.49378109
6/2/2022,07:50:16:614,14.09328365
6/2/2022,07:51:16:614,14.52860737
6/2/2022,07:52:16:614,14.2972641
6/2/2022,07:53:16:614,14.38930321
6/2/2022,07:54:16:614,14.44651699
6/2/2022,07:55:16:614,14.40547276
6/2/2022,07:56:16:614,14.57587051
6/2/2022,07:57:16:614,14.50248718
6/2/2022,07:58:16:614,14.82711411
6/2/2022,07:59:16:614,14.53109455
6/2/2022,08:00:16:614,14.29975128
6/2/2022,08:01:16:614,14.21019936
6/2/2022,08:02:16:614,14.35447788
6/2/2022,08:03:16:614,14.28482628
6/2/2022,08:04:16:614,14.18283558
6/2/2022,08:05:16:614,14.30348301
6/2/2022,08:06:16:614,14.34328365
6/2/2022,08:07:16:614,14.46766186
6/2/2022,08:08:16:614,14.23880577
6/2/2022,08:09:16:614,14.30223846
6/2/2022,08:10:16:614,14.2027359
6/2/2022,08:11:16:614,14.39179134
6/2/2022,08:11:57:344,195.1666718
6/2/2022,08:11:57:394,1013.473877
6/2/2022,08:11:57:445,1386.008667
6/2/2022,08:11:57:494,1433.809692
6/2/2022,08:11:57:544,1308.42041
6/2/2022,08:11:57:594,1033.108154
6/2/2022,08:11:57:644,873.7114258
6/2/2022,08:11:57:694,837.9676514
6/2/2022,08:11:57:745,834.2213745
6/2/2022,08:11:57:794,837.0808716
6/2/2022,08:11:57:844,839.7835693
6/2/2022,08:11:57:894,840.1231079
6/2/2022,08:11:57:944,838.9713745
6/2/2022,08:11:57:994,835.565918
6/2/2022,08:11:58:044,832.1616821
6/2/2022,08:11:58:094,827.2263794
6/2/2022,08:11:58:144,819.434082
6/2/2022,08:11:58:194,805.9651489
6/2/2022,08:11:58:244,787.0410156
6/2/2022,08:11:58:294,758.6965332
6/2/2022,08:11:58:344,719.6231079
6/2/2022,08:11:58:394,657.508728
6/2/2022,08:11:58:444,524.4713745
6/2/2022,08:11:58:494,402.3980103
6/2/2022,08:11:58:544,271.1641846
6/2/2022,08:11:58:594,222.2338257
6/2/2022,08:11:58:644,198.7686615
6/2/2022,08:11:58:694,186.4850769
6/2/2022,08:11:58:744,178.788559
6/2/2022,08:11:58:794,173.3619385
6/2/2022,08:11:58:844,169.3320923
6/2/2022,08:11:58:894,165.9863129
6/2/2022,08:11:58:944,163.435318
6/2/2022,08:11:58:994,161.6927795
6/2/2022,08:11:59:044,159.8495026
6/2/2022,08:11:59:094,158.9029846
6/2/2022,08:11:59:144,157.75
6/2/2022,08:11:59:194,157.0957642
6/2/2022,08:11:59:244,156.0945282
6/2/2022,08:11:59:294,155.4962616
6/2/2022,08:11:59:344,155.0099487
6/2/2022,08:11:59:394,154.9029846
6/2/2022,08:11:59:444,154.2897949
6/2/2022,08:11:59:494,154.0684052
6/2/2022,08:11:59:544,153.9987488
6/2/2022,08:11:59:594,154.2338257
6/2/2022,08:11:59:644,154.5684052
6/2/2022,08:11:59:694,154.185318
6/2/2022,08:11:59:744,153.8308411
6/2/2022,08:11:59:794,153.4054718
6/2/2022,08:11:59:844,153.1069641
6/2/2022,08:11:59:894,153.1380615
6/2/2022,08:11:59:944,152.8743744
6/2/2022,08:11:59:994,153.2002563
6/2/2022,08:12:00:044,153.2338257
6/2/2022,08:12:00:094,153.277359
6/2/2022,08:12:00:144,153.0509949
6/2/2022,08:12:00:194,152.7698975
6/2/2022,08:12:00:244,152.7997437
6/2/2022,08:12:00:294,152.6405487
6/2/2022,08:12:00:344,152.8470154
6/2/2022,08:13:00:345,163.7549744
6/2/2022,08:14:00:344,155.5
6/2/2022,08:15:00:344,152.934082
6/2/2022,08:16:00:344,153.0087128
6/2/2022,08:17:00:344,152.8582153
6/2/2022,08:18:00:344,152.8544769
6/2/2022,08:19:00:344,152.9950256
6/2/2022,08:20:00:344,152.3930359
6/2/2022,08:21:00:344,150.8283539
6/2/2022,08:22:00:344,148.1094513
6/2/2022,08:23:00:344,147.2562256
6/2/2022,08:24:00:344,145.146759
6/2/2022,08:25:00:344,143.7388
6/2/2022,08:26:00:344,142.9017487
6/2/2022,08:27:00:344,142.9589539
6/2/2022,08:28:00:344,142.6368103
6/2/2022,08:29:00:344,141.6890564
6/2/2022,08:30:00:344,140.711441
6/2/2022,08:30:57:922,139.7313385
6/2/2022,08:31:57:922,137.9888
6/2/2022,08:32:57:922,136.7661743
6/2/2022,08:33:57:922,135.3681641
6/2/2022,08:34:57:922,134.3383026
6/2/2022,08:35:57:922,133.2213898
6/2/2022,08:36:57:922,132.4763641
6/2/2022,08:37:57:922,131.8868103
6/2/2022,08:38:57:922,132.0161743
6/2/2022,08:39:57:923,131.3843231
6/2/2022,08:40:57:922,130.9154205
6/2/2022,08:41:57:922,130.9228821
6/2/2022,08:42:57:922,130.3706512
6/2/2022,08:43:57:922,129.8370667
6/2/2022,08:44:57:922,129.4465179
6/2/2022,08:45:57:922,128.4502563
6/2/2022,08:46:57:922,128.8992462
6/2/2022,08:47:57:922,127.9987564
6/2/2022,08:48:57:922,127.6057205
6/2/2022,08:49:57:922,127.5
6/2/2022,08:50:57:922,127.3370667
6/2/2022,08:51:57:922,126.4365692
6/2/2022,08:52:57:922,126.4191513
6/2/2022,08:53:57:922,126.5074615
6/2/2022,08:54:09:241,24.82960129
6/2/2022,08:54:09:291,16.23880577
6/2/2022,08:54:09:341,14.6330843
6/2/2022,08:54:09:391,14.48756218
6/2/2022,08:54:09:442,14.48880577
6/2/2022,08:54:09:491,14.48880577
6/2/2022,08:54:09:541,14.44278622
6/2/2022,08:54:09:591,14.24129391
6/2/2022,08:54:09:641,14.28109455
6/2/2022,08:54:09:691,14.21019936
6/2/2022,08:54:09:741,14.13557243
6/2/2022,08:54:09:791,14.23009968
6/2/2022,08:54:09:841,14.32835865
6/2/2022,08:54:09:891,14.69029808
6/2/2022,08:54:09:941,14.63432789
6/2/2022,08:54:09:991,14.74502468
6/2/2022,08:54:10:041,14.37313461
6/2/2022,08:54:10:091,14.27736282
6/2/2022,08:54:10:141,14.17039776
6/2/2022,08:54:10:191,14.20771122
6/2/2022,08:54:10:241,14.39801025
6/2/2022,08:54:10:291,14.33457756
6/2/2022,08:54:10:341,14.485075
6/2/2022,08:54:10:391,14.0708952
6/2/2022,08:54:10:441,14.1243782
6/2/2022,08:54:10:491,14.15671635
6/2/2022,08:54:10:541,14.24875641
6/2/2022,08:54:10:591,14.21393013
6/2/2022,08:54:10:641,14.28233814
6/2/2022,08:54:10:691,14.52238846
6/2/2022,08:54:10:741,14.55223846
6/2/2022,08:54:10:791,14.64179134
6/2/2022,08:54:10:841,14.33457756
6/2/2022,08:54:10:891,14.13059711
6/2/2022,08:54:10:941,14.29104519
6/2/2022,08:54:10:991,14.50995064
6/2/2022,08:54:11:041,14.61442757
6/2/2022,08:54:11:091,14.45522404
6/2/2022,08:54:11:141,14.3196516
6/2/2022,08:54:11:191,14.04228878
6/2/2022,08:54:11:241,13.99004936
6/2/2022,08:54:11:291,14.08582115
6/2/2022,08:54:11:341,14.22139263
6/2/2022,08:54:11:391,14.29975128
6/2/2022,08:54:11:441,14.3121891
6/2/2022,08:54:11:491,14.36069679
6/2/2022,08:54:11:541,14.16044807
6/2/2022,08:54:11:591,14.12686539
6/2/2022,08:54:11:641,14.4925375
6/2/2022,08:54:11:691,14.68532372
6/2/2022,08:54:11:741,14.83955193
6/2/2022,08:54:11:791,14.60323429
6/2/2022,08:54:11:841,14.42786026
6/2/2022,08:54:11:891,14.28482628
6/2/2022,08:54:11:941,14.11567211
6/2/2022,08:54:11:991,14.09079647
6/2/2022,08:54:12:041,13.70895481
6/2/2022,08:54:12:091,14.33830833
6/2/2022,08:54:12:141,14.33955193
6/2/2022,08:54:12:191,14.40671635
6/2/2022,08:54:12:241,14.26990032
6/2/2022,08:55:12:241,14.42537308
6/2/2022,08:56:12:241,14.60074615
6/2/2022,08:57:12:241,14.47263718
6/2/2022,08:58:12:241,14.58084583
6/2/2022,08:59:12:241,14.70024872
6/2/2022,09:00:12:242,14.35198975
6/2/2022,09:01:12:241,14.73631859
6/2/2022,09:02:12:241,14.4291048
6/2/2022,09:03:12:241,14.52860737
6/2/2022,09:04:12:241,14.47885609
6/2/2022,09:05:12:241,14.29601955
6/2/2022,09:06:12:241,14.51616955
6/2/2022,09:07:12:241,14.49875641
6/2/2022,09:08:12:241,14.34577084
6/2/2022,09:09:12:241,14.56592083
6/2/2022,09:10:12:242,14.53482628
6/2/2022,09:11:12:241,14.76243782
6/2/2022,09:12:12:241,14.76741314
6/2/2022,09:13:12:241,14.92288589
6/2/2022,09:14:12:241,14.66044807
6/2/2022,09:15:12:241,14.51865673
6/2/2022,09:16:12:241,14.61442757
6/2/2022,09:17:12:241,14.54601955
6/2/2022,09:18:12:241,14.62189102
6/2/2022,09:19:12:241,14.56840801
6/2/2022,09:20:12:241,14.39925385
6/2/2022,09:21:12:241,14.32711411
6/2/2022,09:22:12:241,14.82213974
6/2/2022,09:23:12:241,14.92288589
6/2/2022,09:24:12:241,14.62686539
6/2/2022,09:25:12:241,14.78358173
6/2/2022,09:26:12:241,14.67288589
6/2/2022,09:27:12:241,14.61442757
6/2/2022,09:28:12:241,14.51616955
6/2/2022,09:29:07:640,335.6990051
6/2/2022,09:29:07:690,1160.157959
6/2/2022,09:29:07:740,1458.932861
6/2/2022,09:29:07:790,1481.552246
6/2/2022,09:29:07:840,1356.069702
6/2/2022,09:29:07:890,1072.312134
6/2/2022,09:29:07:940,897.4315796
6/2/2022,09:29:07:990,855.9801025
6/2/2022,09:29:08:040,849.5136719
6/2/2022,09:29:08:090,850.7736206
6/2/2022,09:29:08:140,852.8109741
6/2/2022,09:29:08:190,853.5472412
6/2/2022,09:29:08:240,853.083313
6/2/2022,09:29:08:290,849.2786255
6/2/2022,09:29:08:340,843.7139282
6/2/2022,09:29:08:390,835.2860718
6/2/2022,09:29:08:440,825.0534668
6/2/2022,09:29:08:490,809.0360718
6/2/2022,09:29:08:540,786.8681641
6/2/2022,09:29:08:590,751.7052002
6/2/2022,09:29:08:640,698.4378052
6/2/2022,09:29:08:690,606.526123
6/2/2022,09:29:08:740,460.2835693
6/2/2022,09:29:08:790,320.5012512
6/2/2022,09:29:08:840,244.5559692
6/2/2022,09:29:08:890,209.4589539
6/2/2022,09:29:08:940,192.4527435
6/2/2022,09:29:08:990,182.7350769
6/2/2022,09:29:09:040,175.7014923
6/2/2022,09:29:09:090,171.1791077
6/2/2022,09:29:09:140,167.1654205
6/2/2022,09:29:09:190,164.8855743
6/2/2022,09:29:09:240,161.8793488
6/2/2022,09:29:09:290,160.6131897
6/2/2022,09:29:09:341,158.4116974
6/2/2022,09:29:09:390,158.0982513
6/2/2022,09:29:09:440,156.8656769
6/2/2022,09:29:09:490,156.7276154
6/2/2022,09:29:09:541,156.0907898
6/2/2022,09:29:09:590,155.9303436
6/2/2022,09:29:09:640,155.5721436
6/2/2022,09:29:09:690,155.0472565
6/2/2022,09:29:09:740,154.1791077
6/2/2022,09:29:09:790,153.7524872
6/2/2022,09:29:09:840,153.9029846
6/2/2022,09:29:09:890,153.3271179
6/2/2022,09:29:09:940,153.4751282
6/2/2022,09:29:09:990,153.3619385
6/2/2022,09:29:10:040,153.3942719
6/2/2022,09:29:10:090,153.2723846
6/2/2022,09:29:10:140,152.9850769
6/2/2022,09:29:10:190,152.8221436
6/2/2022,09:29:10:240,152.4950256
6/2/2022,09:29:10:291,152.711441
6/2/2022,09:29:10:340,152.5373077
6/2/2022,09:29:10:390,152.4415436
6/2/2022,09:29:10:440,152.5895538
6/2/2022,09:29:10:490,152.7400513
6/2/2022,09:29:10:540,152.7213898
6/2/2022,09:29:10:590,152.9788513
6/2/2022,09:29:10:640,152.8694
6/2/2022,09:30:10:640,163.103241
6/2/2022,09:31:10:640,155.8507538
6/2/2022,09:32:10:640,153.7251282
6/2/2022,09:33:10:640,152.5796051
6/2/2022,09:34:10:640,152.8706512
6/2/2022,09:35:10:640,152.8731384
6/2/2022,09:36:10:640,153.3407898
6/2/2022,09:37:10:640,154.3607025
6/2/2022,09:38:10:640,155.1828308
6/2/2022,09:39:10:640,152.0012512
6/2/2022,09:40:10:640,147.3582153
6/2/2022,09:41:10:640,144.3457642
6/2/2022,09:42:10:640,143.1753693
6/2/2022,09:43:10:640,143.1442719
6/2/2022,09:44:10:640,144.5198975
6/2/2022,09:45:10:640,143.7002563
6/2/2022,09:46:10:640,141.7102051
6/2/2022,09:47:10:640,139.7126923
6/2/2022,09:48:10:640,137.8694
6/2/2022,09:49:10:640,136.472641
6/2/2022,09:50:10:640,135.3544769
6/2/2022,09:51:10:640,135.0796051
6/2/2022,09:52:10:640,133.5037384
6/2/2022,09:53:10:640,133.5186615
6/2/2022,09:54:10:640,133.6082153
6/2/2022,09:55:10:640,133.1442719
6/2/2022,09:56:10:640,132.7624359
6/2/2022,09:57:10:640,132.5099487
6/2/2022,09:58:10:640,131.9825897
6/2/2022,09:59:10:640,131.3208923
6/2/2022,10:00:10:640,131.0447693
6/2/2022,10:01:10:640,130.2997437
6/2/2022,10:02:10:640,129.5945282
6/2/2022,10:03:10:640,129.8383026
6/2/2022,10:04:10:640,129.2102051
6/2/2022,10:05:10:640,128.2798462
6/2/2022,10:06:10:640,128.4937744
6/2/2022,10:07:10:640,127.6405487
6/2/2022,10:08:10:640,127.5708923
6/2/2022,10:09:10:640,126.5684052
6/2/2022,10:10:10:640,126.3196487
6/2/2022,10:11:10:640,126.4465179
6/2/2022,10:11:35:506,24.83582115
6/2/2022,10:11:35:556,16.50248718
6/2/2022,10:11:35:606,14.97139263
6/2/2022,10:11:35:657,14.71393013
6/2/2022,10:11:35:706,14.65920353
6/2/2022,10:11:35:756,14.54228878
6/2/2022,10:11:35:806,14.73383045
6/2/2022,10:11:35:856,14.58955193
6/2/2022,10:11:35:906,14.7425375
6/2/2022,10:11:35:956,14.77487564
6/2/2022,10:11:36:006,15.01865673
6/2/2022,10:11:36:056,14.91417885
6/2/2022,10:11:36:106,14.82338333
6/2/2022,10:11:36:156,14.63681602
6/2/2022,10:11:36:206,14.45522404
6/2/2022,10:11:36:256,14.43905449
6/2/2022,10:11:36:306,14.54601955
6/2/2022,10:11:36:356,14.23756218
6/2/2022,10:11:36:406,14.49626827
6/2/2022,10:11:36:456,14.61069679
6/2/2022,10:11:36:506,15.02611923
6/2/2022,10:11:36:556,14.93283558
6/2/2022,10:11:36:606,14.87810898
6/2/2022,10:11:36:656,14.7027359
6/2/2022,10:11:36:706,14.76119423
6/2/2022,10:11:36:756,14.95522404
6/2/2022,10:11:36:806,15.08706474
6/2/2022,10:11:36:856,15.17537308
6/2/2022,10:11:36:906,15.02114391
6/2/2022,10:11:36:956,14.90547276
6/2/2022,10:11:37:006,14.62064648
6/2/2022,10:11:37:056,14.00248718
6/2/2022,10:11:37:106,14.26368141
6/2/2022,10:11:37:156,14.45024872
6/2/2022,10:11:37:206,14.71268654
6/2/2022,10:11:37:256,14.78358173
6/2/2022,10:11:37:306,14.85696507
6/2/2022,10:11:37:356,14.764925
