Date,Time (UTC),Active Power L1 (W)
6/2/2022,19:27:28:256,14.3208952
6/2/2022,19:27:28:306,14.45149231
6/2/2022,19:27:28:356,14.47263718
6/2/2022,19:27:28:406,14.19278622
6/2/2022,19:27:28:456,14.15298462
6/2/2022,19:27:28:506,13.89925385
6/2/2022,19:27:28:556,14.05597019
6/2/2022,19:27:28:606,14.27238846
6/2/2022,19:27:28:656,14.49751282
6/2/2022,19:27:28:706,14.37189102
6/2/2022,19:27:28:756,14.25373173
6/2/2022,19:27:28:806,14.10323429
6/2/2022,19:27:28:856,14.15795994
6/2/2022,19:27:28:906,14.40547276
6/2/2022,19:27:28:956,14.56343269
6/2/2022,19:27:29:006,14.55099487
6/2/2022,19:27:29:056,14.3830843
6/2/2022,19:27:29:106,14.25995064
6/2/2022,19:27:29:156,14.24129391
6/2/2022,19:28:29:156,14.32338333
6/2/2022,19:29:29:156,14.26616955
6/2/2022,19:30:29:156,13.83084583
6/2/2022,19:31:29:156,13.67039776
6/2/2022,19:32:29:156,14.01865673
6/2/2022,19:33:29:156,13.86318398
6/2/2022,19:34:29:156,14.54228878
6/2/2022,19:35:29:156,14.3196516
6/2/2022,19:36:29:156,14.28358173
6/2/2022,19:37:29:156,14.57462692
6/2/2022,19:38:29:156,14.81343269
6/2/2022,19:39:29:156,14.53855705
6/2/2022,19:40:29:156,14.70646763
6/2/2022,19:41:29:156,14.8830843
6/2/2022,19:42:29:156,14.74378109
6/2/2022,19:43:29:156,14.74626827
6/2/2022,19:44:29:156,14.79228878
6/2/2022,19:45:29:156,14.76865673
6/2/2022,19:46:29:156,15.17412949
6/2/2022,19:47:29:156,14.82462692
6/2/2022,19:48:29:156,15.01243782
6/2/2022,19:49:29:156,15.22761154
6/2/2022,19:50:29:156,14.5708952
6/2/2022,19:51:29:156,14.83208942
6/2/2022,19:52:29:156,15.13432789
6/2/2022,19:53:29:156,14.99502468
6/2/2022,19:54:29:156,14.72014904
6/2/2022,19:55:29:156,14.65671635
6/2/2022,19:56:29:156,14.50248718
6/2/2022,19:57:29:156,14.8830843
6/2/2022,19:58:29:156,14.6878109
6/2/2022,19:59:29:156,14.59079647
6/2/2022,20:00:29:156,14.41542244
6/2/2022,20:01:29:156,14.77611923
6/2/2022,20:02:26:394,179.2835846
6/2/2022,20:02:26:444,1037.092041
6/2/2022,20:02:26:494,1443.810913
6/2/2022,20:02:26:544,1493.828369
6/2/2022,20:02:26:594,1368.76123
6/2/2022,20:02:26:644,1076.902954
6/2/2022,20:02:26:694,905.2512207
6/2/2022,20:02:26:744,866.315918
6/2/2022,20:02:26:794,862.6815796
6/2/2022,20:02:26:844,863.7574463
6/2/2022,20:02:26:894,864.7985229
6/2/2022,20:02:26:944,864.3084717
6/2/2022,20:02:26:994,863.8445435
6/2/2022,20:02:27:044,861.4415283
6/2/2022,20:02:27:094,857.3121948
6/2/2022,20:02:27:144,848.2487793
6/2/2022,20:02:27:194,835.4440308
6/2/2022,20:02:27:244,815.5795898
6/2/2022,20:02:27:294,791.1107178
6/2/2022,20:02:27:344,751.741272
6/2/2022,20:02:27:394,691.3980103
6/2/2022,20:02:27:444,582.1567383
6/2/2022,20:02:27:494,421.5957642
6/2/2022,20:02:27:544,295.5422974
6/2/2022,20:02:27:594,232.4813385
6/2/2022,20:02:27:644,204.1119385
6/2/2022,20:02:27:694,189.6990051
6/2/2022,20:02:27:744,181.2475128
6/2/2022,20:02:27:794,175.184082
6/2/2022,20:02:27:844,170.603241
6/2/2022,20:02:27:894,167.0149231
6/2/2022,20:02:27:944,164.6293488
6/2/2022,20:02:27:994,162.1281128
6/2/2022,20:02:28:044,161.2089539
6/2/2022,20:02:28:094,159.4141846
6/2/2022,20:02:28:144,158.5995026
6/2/2022,20:02:28:194,157.1107025
6/2/2022,20:02:28:244,156.6679077
6/2/2022,20:02:28:294,156.0497437
6/2/2022,20:02:28:344,156.038559
6/2/2022,20:02:28:394,155.2276154
6/2/2022,20:02:28:444,155.0497437
6/2/2022,20:02:28:494,154.538559
6/2/2022,20:02:28:544,154.8482513
6/2/2022,20:02:28:594,154.7400513
6/2/2022,20:02:28:644,154.6206512
6/2/2022,20:02:28:694,154.5796051
6/2/2022,20:02:28:744,154.3706512
6/2/2022,20:02:28:794,154.5684052
6/2/2022,20:02:28:844,154.7276154
6/2/2022,20:02:28:894,154.7437744
6/2/2022,20:02:28:944,154.5049744
6/2/2022,20:02:28:994,154.0696564
6/2/2022,20:02:29:044,154.1144257
6/2/2022,20:02:29:094,154.0572205
6/2/2022,20:02:29:144,154.1666718
6/2/2022,20:02:29:194,154.2425385
6/2/2022,20:02:29:244,154.1293488
6/2/2022,20:02:29:294,154.0074615
6/2/2022,20:02:29:344,153.9427795
6/2/2022,20:02:29:394,153.9589539
6/2/2022,20:03:29:394,162.9552307
6/2/2022,20:04:29:394,155.8980103
6/2/2022,20:05:29:394,154.0286102
6/2/2022,20:06:29:394,153.9266205
6/2/2022,20:07:29:394,153.4863129
6/2/2022,20:08:29:394,154.1442719
6/2/2022,20:09:29:394,153.842041
6/2/2022,20:10:29:394,155.2723846
6/2/2022,20:11:29:394,153.3208923
6/2/2022,20:12:29:394,151.7922821
6/2/2022,20:13:29:394,149.7151794
6/2/2022,20:14:29:394,147.9912872
6/2/2022,20:15:29:394,146.6504974
6/2/2022,20:16:29:394,146.1330872
6/2/2022,20:17:29:394,144.9502563
6/2/2022,20:18:29:394,143.8445282
6/2/2022,20:19:29:394,142.3395538
6/2/2022,20:20:29:394,140.8184052
6/2/2022,20:21:29:394,139.3942719
6/2/2022,20:22:29:394,138.1616974
6/2/2022,20:23:29:394,137.0883026
6/2/2022,20:24:29:394,135.4639282
6/2/2022,20:25:29:394,135.1890564
6/2/2022,20:26:29:394,134.4602051
6/2/2022,20:27:29:394,133.4004974
6/2/2022,20:28:29:394,132.8694
6/2/2022,20:29:29:394,132.9676666
6/2/2022,20:30:29:394,132.5808411
6/2/2022,20:31:29:394,132.6791077
6/2/2022,20:32:29:394,131.5360718
6/2/2022,20:33:29:394,132.0422821
6/2/2022,20:34:29:394,131.8519897
6/2/2022,20:35:29:394,131.7450256
6/2/2022,20:36:29:395,131.2674103
6/2/2022,20:37:29:394,130.9564667
6/2/2022,20:38:29:394,130.7736359
6/2/2022,20:39:29:394,130.1392975
6/2/2022,20:40:29:394,129.657959
6/2/2022,20:41:29:395,129.1368103
6/2/2022,20:42:29:394,129.1019897
6/2/2022,20:43:29:394,129.0845795
6/2/2022,20:44:29:394,128.8607025
6/2/2022,20:45:29:394,128.038559
6/2/2022,20:46:29:395,127.7338333
6/2/2022,20:47:29:394,127.5808487
6/2/2022,20:48:29:394,127.6467667
6/2/2022,20:49:29:394,127.0758743
6/2/2022,20:50:29:394,127.0733795
6/2/2022,20:51:29:395,126.8383102
6/2/2022,20:52:29:394,126.3569641
6/2/2022,20:53:29:394,126.3308487
6/2/2022,20:54:29:394,126.3507462
6/2/2022,20:55:10:875,25.12935257
6/2/2022,20:55:10:925,17.014925
6/2/2022,20:55:10:975,15.51865673
6/2/2022,20:55:11:025,15.2574625
6/2/2022,20:55:11:075,15.35696507
6/2/2022,20:55:11:125,15.13805962
6/2/2022,20:55:11:175,15.07587051
6/2/2022,20:55:11:225,14.77736282
6/2/2022,20:55:11:275,14.77985096
6/2/2022,20:55:11:325,14.90049744
6/2/2022,20:55:11:375,15.0696516
6/2/2022,20:55:11:425,15.05970192
6/2/2022,20:55:11:475,14.94402981
6/2/2022,20:55:11:525,14.74378109
6/2/2022,20:55:11:575,14.84825897
6/2/2022,20:55:11:625,14.95771122
6/2/2022,20:55:11:675,15.4378109
6/2/2022,20:55:11:725,15.37064648
6/2/2022,20:55:11:775,15.4452734
6/2/2022,20:55:11:825,15.09204006
6/2/2022,20:55:11:875,14.98009968
6/2/2022,20:55:11:925,15.00373173
6/2/2022,20:55:11:975,15.10572147
6/2/2022,20:55:12:025,14.89801025
6/2/2022,20:55:12:075,14.64801025
6/2/2022,20:55:12:125,14.84701538
6/2/2022,20:55:12:175,14.89427853
6/2/2022,20:55:12:225,15.09452724
6/2/2022,20:55:12:275,14.87935352
6/2/2022,20:55:12:325,14.98631859
6/2/2022,20:55:12:375,14.91666698
6/2/2022,20:55:12:425,14.97139263
6/2/2022,20:55:12:475,15.03233814
6/2/2022,20:55:12:525,15.0547266
6/2/2022,20:55:12:575,15.41044807
6/2/2022,20:55:12:625,15.40795994
6/2/2022,20:55:12:675,15.20398045
6/2/2022,20:55:12:725,15.10198975
6/2/2022,20:55:12:775,14.97014904
6/2/2022,20:55:12:825,14.78358173
6/2/2022,20:55:12:875,14.83457756
6/2/2022,20:55:12:925,14.90920353
6/2/2022,20:55:12:975,14.65049744
6/2/2022,20:55:13:025,14.86940289
6/2/2022,20:55:13:075,14.83333302
6/2/2022,20:55:13:125,15.1256218
6/2/2022,20:55:13:175,15.04104519
6/2/2022,20:55:13:225,15.04228878
6/2/2022,20:55:13:275,14.9925375
6/2/2022,20:55:13:325,15.08208942
6/2/2022,20:55:13:375,15.26616955
6/2/2022,20:55:13:425,15.30348301
6/2/2022,20:55:13:475,15.19651699
6/2/2022,20:55:13:525,15.1952734
6/2/2022,20:55:13:575,15.04601955
6/2/2022,20:55:13:625,15.12189102
6/2/2022,20:55:13:675,15.13930321
6/2/2022,20:55:13:725,14.99004936
6/2/2022,20:55:13:775,14.92412949
6/2/2022,20:55:13:825,14.69900513
6/2/2022,20:55:13:875,14.60572147
6/2/2022,20:56:13:875,14.87064648
6/2/2022,20:57:13:875,14.95646763
6/2/2022,20:58:13:876,15.0547266
6/2/2022,20:59:13:875,14.6791048
6/2/2022,21:00:13:875,14.98009968
6/2/2022,21:01:13:875,14.76616955
6/2/2022,21:02:13:875,15.19900513
6/2/2022,21:03:13:876,15.15795994
6/2/2022,21:04:13:875,15.12935352
6/2/2022,21:05:13:875,14.91169167
6/2/2022,21:06:13:875,14.8669157
6/2/2022,21:07:13:875,14.83333302
6/2/2022,21:08:13:875,14.8743782
6/2/2022,21:09:13:875,14.98383045
6/2/2022,21:10:13:875,15.1952734
6/2/2022,21:11:13:875,14.96393013
6/2/2022,21:12:13:875,14.72139263
6/2/2022,21:13:13:875,15.10447788
6/2/2022,21:14:13:875,15.05597019
6/2/2022,21:15:13:875,14.79601955
6/2/2022,21:16:13:875,14.95398045
6/2/2022,21:17:13:875,14.92039776
6/2/2022,21:18:13:875,15.26243782
6/2/2022,21:19:13:875,15.36069679
6/2/2022,21:20:13:875,14.85572147
6/2/2022,21:21:13:875,15.08333302
6/2/2022,21:22:13:875,14.91293526
6/2/2022,21:23:13:875,15.07835865
6/2/2022,21:24:13:875,14.8743782
6/2/2022,21:25:13:875,15.07835865
6/2/2022,21:26:13:875,14.86940289
6/2/2022,21:27:13:875,14.81716442
6/2/2022,21:28:13:875,15.13930321
6/2/2022,21:28:57:422,178.7661743
6/2/2022,21:28:57:471,1041.356934
6/2/2022,21:28:57:521,1447.046021
6/2/2022,21:28:57:571,1500.44397
6/2/2022,21:28:57:621,1400.75
6/2/2022,21:28:57:671,1120.956421
6/2/2022,21:28:57:721,918.5050049
6/2/2022,21:28:57:771,864.1330566
6/2/2022,21:28:57:821,856.6206665
6/2/2022,21:28:57:871,857.0883179
6/2/2022,21:28:57:921,859.8967896
6/2/2022,21:28:57:971,859.8096924
6/2/2022,21:28:58:021,860.1380615
6/2/2022,21:28:58:071,855.9440308
6/2/2022,21:28:58:121,850.5410156
6/2/2022,21:28:58:171,841.850769
6/2/2022,21:28:58:221,831.2749023
6/2/2022,21:28:58:271,815.0485229
6/2/2022,21:28:58:321,791.8383179
6/2/2022,21:28:58:371,754.0012207
6/2/2022,21:28:58:421,696.1629639
6/2/2022,21:28:58:471,596.0422974
6/2/2022,21:28:58:521,440.3743896
6/2/2022,21:28:58:571,306.5584717
6/2/2022,21:28:58:621,237.1791077
6/2/2022,21:28:58:671,206.0211487
6/2/2022,21:28:58:721,189.3768616
6/2/2022,21:28:58:771,180.6492462
6/2/2022,21:28:58:821,173.8246307
6/2/2022,21:28:58:871,169.6890564
6/2/2022,21:28:58:921,165.9564667
6/2/2022,21:28:58:971,163.6330872
6/2/2022,21:28:59:021,161.3669128
6/2/2022,21:28:59:071,160.0833282
6/2/2022,21:28:59:121,157.9154205
6/2/2022,21:28:59:171,157.0211487
6/2/2022,21:28:59:221,155.7064667
6/2/2022,21:28:59:271,155.3445282
6/2/2022,21:28:59:321,154.3333282
6/2/2022,21:28:59:371,154.1641846
6/2/2022,21:28:59:421,153.723877
6/2/2022,21:28:59:471,153.1380615
6/2/2022,21:28:59:521,152.8818359
6/2/2022,21:28:59:571,152.7039795
6/2/2022,21:28:59:621,152.8059692
6/2/2022,21:28:59:671,152.5012512
6/2/2022,21:28:59:721,152.5609436
6/2/2022,21:28:59:771,152.2798462
6/2/2022,21:28:59:821,152.4912872
6/2/2022,21:28:59:871,152.3818359
6/2/2022,21:28:59:921,152.7674103
6/2/2022,21:28:59:971,152.7201538
6/2/2022,21:29:00:021,152.6952667
6/2/2022,21:29:00:071,152.3868103
6/2/2022,21:29:00:121,152.2873077
6/2/2022,21:29:00:171,152.2052307
6/2/2022,21:29:00:221,152.6517487
6/2/2022,21:29:00:271,152.2176666
6/2/2022,21:29:00:321,152.2798462
6/2/2022,21:29:00:371,152.2126923
6/2/2022,21:29:00:421,152.2338257
6/2/2022,21:30:00:421,163.2102051
6/2/2022,21:31:00:421,155.8768616
6/2/2022,21:32:00:421,153.9925385
6/2/2022,21:33:00:421,154.1206512
6/2/2022,21:34:00:421,153.8557281
6/2/2022,21:35:00:421,153.9129333
6/2/2022,21:36:00:421,154.5547333
6/2/2022,21:37:00:421,155.0945282
6/2/2022,21:38:00:421,155.9888
6/2/2022,21:39:00:421,156.3283539
6/2/2022,21:40:00:421,152.3992462
6/2/2022,21:41:00:421,150.5796051
6/2/2022,21:42:00:422,150.2711487
6/2/2022,21:43:00:421,150.3121948
6/2/2022,21:44:00:421,149.0907898
6/2/2022,21:45:00:421,146.8258667
6/2/2022,21:46:00:421,142.9825897
6/2/2022,21:47:00:421,140.4626923
6/2/2022,21:48:00:421,139.6828308
6/2/2022,21:49:00:421,138.6194
6/2/2022,21:50:00:421,137.2711487
6/2/2022,21:51:00:421,136.9863129
6/2/2022,21:52:00:421,136.2189026
6/2/2022,21:53:00:421,135.8047333
6/2/2022,21:54:00:421,135.4116974
6/2/2022,21:55:00:421,134.9900513
6/2/2022,21:56:00:421,134.5845795
6/2/2022,21:57:00:421,134.6878052
6/2/2022,21:58:00:421,134.3445282
6/2/2022,21:59:00:421,133.9154205
6/2/2022,22:01:59:481,132.6281128
6/2/2022,22:02:59:481,132.1542358
6/2/2022,22:03:59:481,131.7400513
6/2/2022,22:04:59:481,130.896759
6/2/2022,22:05:59:481,130.6069641
6/2/2022,22:06:59:481,130.3980103
6/2/2022,22:07:59:481,129.9291077
6/2/2022,22:08:59:481,129.8184052
6/2/2022,22:09:59:481,129.8855743
6/2/2022,22:10:59:481,129.3607025
6/2/2022,22:11:59:481,128.7437744
6/2/2022,22:12:59:481,128.5460205
6/2/2022,22:13:59:481,128.1181641
6/2/2022,22:14:59:481,127.6243744
6/2/2022,22:15:59:481,127.1131821
6/2/2022,22:16:59:481,127.3806
6/2/2022,22:17:59:481,126.7661667
6/2/2022,22:18:59:481,126.3992538
6/2/2022,22:19:59:481,126.1878128
6/2/2022,22:20:59:481,125.8656693
6/2/2022,22:21:59:481,126.1592026
6/2/2022,22:22:59:481,125.5696487
6/2/2022,22:23:59:481,125.1753769
6/2/2022,22:24:22:952,24.67661667
6/2/2022,22:24:23:002,16.41169167
6/2/2022,22:24:23:052,15
6/2/2022,22:24:23:102,14.86069679
6/2/2022,22:24:23:152,15.10820866
6/2/2022,22:24:23:202,14.90298462
6/2/2022,22:24:23:252,15.02985096
6/2/2022,22:24:23:302,15.20771122
6/2/2022,22:24:23:352,15.18532372
6/2/2022,22:24:23:402,14.985075
6/2/2022,22:24:23:452,14.70771122
6/2/2022,22:24:23:502,14.56343269
6/2/2022,22:24:23:552,14.58457756
6/2/2022,22:24:23:602,14.76865673
6/2/2022,22:24:23:652,15.39801025
6/2/2022,22:24:23:702,15.24004936
6/2/2022,22:24:23:752,14.91542244
6/2/2022,22:24:23:802,14.56840801
6/2/2022,22:24:23:852,14.64179134
6/2/2022,22:24:23:902,14.72263718
6/2/2022,22:24:23:952,15.2027359
6/2/2022,22:24:24:002,15.14552212
6/2/2022,22:24:24:052,15.10696507
6/2/2022,22:24:24:102,15.15671635
6/2/2022,22:24:24:152,15.07213974
6/2/2022,22:24:24:202,15.22636795
6/2/2022,22:24:24:252,15.00995064
6/2/2022,22:24:24:302,14.88557243
6/2/2022,22:24:24:352,14.39676571
6/2/2022,22:24:24:402,14.41044807
6/2/2022,22:24:24:452,14.56716442
6/2/2022,22:24:24:502,14.56094551
6/2/2022,22:24:24:552,14.84328365
6/2/2022,22:24:24:602,15.76119423
6/2/2022,22:24:24:652,15.33333302
6/2/2022,22:24:24:702,15.14303493
6/2/2022,22:24:24:752,14.94278622
6/2/2022,22:24:24:802,14.90795994
6/2/2022,22:24:24:852,14.58457756
6/2/2022,22:24:24:902,14.86815929
6/2/2022,22:24:24:952,14.90795994
6/2/2022,22:24:25:002,14.98009968
6/2/2022,22:24:25:052,15.02985096
6/2/2022,22:24:25:102,14.81467628
6/2/2022,22:24:25:152,14.75497532
6/2/2022,22:24:25:202,14.53358173
6/2/2022,22:24:25:252,14.57213974
6/2/2022,22:24:25:302,14.13557243
6/2/2022,22:24:25:352,14.19402981
6/2/2022,22:24:25:402,14.15049744
6/2/2022,22:24:25:452,14.40049744
6/2/2022,22:24:25:502,14.71890545
6/2/2022,22:24:25:552,14.83208942
6/2/2022,22:24:25:602,15.49129391
6/2/2022,22:24:25:652,15.41915417
6/2/2022,22:24:25:702,15.67537308
6/2/2022,22:24:25:752,15.24626827
6/2/2022,22:24:25:802,14.92039776
6/2/2022,22:24:25:852,14.72885609
6/2/2022,22:24:25:902,14.63681602
6/2/2022,22:24:25:952,14.72139263
6/2/2022,22:25:25:952,15.19651699
6/2/2022,22:26:25:952,14.96517372
6/2/2022,22:27:25:952,15.2027359
6/2/2022,22:28:25:952,15.05970192
6/2/2022,22:29:25:952,15.00995064
6/2/2022,22:30:25:952,15.03980064
6/2/2022,22:31:25:952,15.00621891
6/2/2022,22:33:26:610,14.85447788
6/2/2022,22:34:26:378,15.02860737
6/2/2022,22:35:26:378,15.0074625
6/2/2022,22:36:26:378,15.07587051
6/2/2022,22:37:26:378,14.88184071
6/2/2022,22:39:26:115,15.11318398
6/2/2022,22:40:26:115,14.82960224
6/2/2022,22:41:26:115,14.73631859
6/2/2022,22:42:26:115,15.14179134
6/2/2022,22:43:26:115,15.10074615
6/2/2022,22:44:26:092,15.17039776
6/2/2022,22:45:26:092,14.97388077
6/2/2022,22:46:26:092,14.97139263
6/2/2022,22:47:26:092,15.05845737
6/2/2022,22:48:26:092,14.94651699
6/2/2022,22:49:26:092,14.75995064
6/2/2022,22:50:26:092,15.014925
6/2/2022,22:51:26:092,14.82711411
6/2/2022,22:52:26:092,15.11567211
6/2/2022,22:53:26:092,14.88681602
6/2/2022,22:54:26:092,14.56840801
6/2/2022,22:55:26:092,14.76865673
6/2/2022,22:56:26:092,14.89676571
6/2/2022,22:57:26:092,14.77238846
6/2/2022,22:58:06:413,180.9937744
6/2/2022,22:58:06:463,1041.971436
6/2/2022,22:58:06:513,1441.463989
6/2/2022,22:58:06:563,1493.567139
6/2/2022,22:58:06:613,1391.560913
6/2/2022,22:58:06:663,1111.002441
6/2/2022,22:58:06:713,912.7910156
6/2/2022,22:58:06:763,862.5858154
6/2/2022,22:58:06:813,856.1928101
6/2/2022,22:58:06:863,856.6281128
6/2/2022,22:58:06:913,857.4129639
6/2/2022,22:58:06:963,856.7935181
6/2/2022,22:58:07:013,856.565918
6/2/2022,22:58:07:063,854.7723999
6/2/2022,22:58:07:113,850.7338257
6/2/2022,22:58:07:163,842.5684204
6/2/2022,22:58:07:213,830.8408203
6/2/2022,22:58:07:263,812.5422974
6/2/2022,22:58:07:313,789.0671387
6/2/2022,22:58:07:363,754.2848511
6/2/2022,22:58:07:413,700.8457642
6/2/2022,22:58:07:463,606.526123
6/2/2022,22:58:07:513,454.8768616
6/2/2022,22:58:07:563,314.7984924
6/2/2022,22:58:07:613,241.1492462
6/2/2022,22:58:07:663,207.5087128
6/2/2022,22:58:07:713,190.3047333
6/2/2022,22:58:07:763,180.6616974
6/2/2022,22:58:07:813,173.5970154
6/2/2022,22:58:07:863,169.2848206
6/2/2022,22:58:07:913,165.2288513
6/2/2022,22:58:07:963,163.0248718
6/2/2022,22:58:08:013,160.6144257
6/2/2022,22:58:08:063,159.4912872
6/2/2022,22:58:08:113,157.7313385
6/2/2022,22:58:08:163,156.9452667
6/2/2022,22:58:08:213,155.3059692
6/2/2022,22:58:08:263,154.9701538
6/2/2022,22:58:08:313,154.4626923
6/2/2022,22:58:08:363,154.157959
6/2/2022,22:58:08:413,153.7064667
6/2/2022,22:58:08:463,153.0037384
6/2/2022,22:58:08:513,152.3569641
6/2/2022,22:58:08:563,151.9527435
6/2/2022,22:58:08:613,152.038559
6/2/2022,22:58:08:663,151.4626923
6/2/2022,22:58:08:713,151.6455231
6/2/2022,22:58:08:763,151.3519897
6/2/2022,22:58:08:813,151.2437744
6/2/2022,22:58:08:863,150.7338257
6/2/2022,22:58:08:913,150.6504974
6/2/2022,22:58:08:963,150.7624359
6/2/2022,22:58:09:013,150.685318
6/2/2022,22:58:09:063,150.5820923
6/2/2022,22:58:09:113,150.9589539
6/2/2022,22:58:09:163,150.8445282
6/2/2022,22:58:09:213,150.8644257
6/2/2022,22:58:09:263,151.0758667
6/2/2022,22:58:09:313,151.3009949
6/2/2022,22:58:09:363,151.8731384
6/2/2022,22:58:09:413,151.7910461
6/2/2022,22:59:09:413,160.7922821
6/2/2022,23:00:09:413,151.3681641
6/2/2022,23:01:09:413,150.8047333
6/2/2022,23:02:09:413,150.592041
6/2/2022,23:03:09:413,148.9962616
6/2/2022,23:04:09:413,146.8955231
6/2/2022,23:05:09:413,145.1641846
6/2/2022,23:06:09:413,144.0883026
6/2/2022,23:07:09:413,143.5149231
6/2/2022,23:08:09:413,143.2437744
6/2/2022,23:09:09:413,142.7002563
6/2/2022,23:10:09:413,142.5870667
6/2/2022,23:11:09:413,142.3370667
6/2/2022,23:12:09:413,142.3743744
6/2/2022,23:13:09:413,142.3768616
6/2/2022,23:14:09:413,142.3930359
6/2/2022,23:15:09:413,142.4415436
6/2/2022,23:16:09:413,142.1330872
6/2/2022,23:17:09:413,141.9962616
6/2/2022,23:18:09:413,140.7860718
6/2/2022,23:19:09:413,139.685318
6/2/2022,23:20:09:413,138.2276154
6/2/2022,23:21:09:413,136.4415436
6/2/2022,23:22:09:413,135.8544769
6/2/2022,23:23:09:413,134.8781128
6/2/2022,23:24:09:413,134.156723
6/2/2022,23:25:09:413,134.5074615
6/2/2022,23:26:09:413,134.3619385
6/2/2022,23:27:09:413,134.0721436
6/2/2022,23:28:09:413,133.685318
6/2/2022,23:29:09:413,133.3495026
6/2/2022,23:30:09:413,132.5485077
6/2/2022,23:31:09:413,132.5435333
6/2/2022,23:32:09:413,132.406723
6/2/2022,23:33:09:413,132.1044769
6/2/2022,23:34:09:413,131.5746307
6/2/2022,23:35:09:413,131.2313385
6/2/2022,23:36:09:413,131.1231384
6/2/2022,23:37:09:413,130.0746307
6/2/2022,23:38:09:413,129.9141846
6/2/2022,23:39:09:413,129.2176666
6/2/2022,23:40:09:413,129.1691589
6/2/2022,23:41:09:413,128.9975128
6/2/2022,23:42:09:413,128.0945282
6/2/2022,23:43:09:413,128.027359
6/2/2022,23:44:09:413,128.1728821
6/2/2022,23:45:09:413,127.7313461
6/2/2022,23:46:09:413,127.1355743
6/2/2022,23:47:09:413,127.2313461
6/2/2022,23:48:09:413,126.6044769
6/2/2022,23:49:09:413,126.9365692
6/2/2022,23:49:26:942,25.28980064
6/2/2022,23:49:26:992,16.9067173
6/2/2022,23:49:27:042,15.53358173
6/2/2022,23:49:27:092,15.23880577
6/2/2022,23:49:27:142,15.0074625
6/2/2022,23:49:27:192,14.71517372
6/2/2022,23:49:27:242,14.49626827
6/2/2022,23:49:27:292,14.59701538
6/2/2022,23:49:27:342,14.58706474
6/2/2022,23:49:27:392,14.32213974
6/2/2022,23:49:27:442,14.49626827
6/2/2022,23:49:27:492,14.89925385
6/2/2022,23:49:27:542,15.15174103
6/2/2022,23:49:27:592,15.35820866
6/2/2022,23:49:27:642,15.95024872
6/2/2022,23:49:27:692,15.53731346
6/2/2022,23:49:27:742,15.41169167
6/2/2022,23:49:27:792,14.89179134
6/2/2022,23:49:27:842,15.04104519
6/2/2022,23:49:27:892,14.72636795
6/2/2022,23:49:27:942,14.82338333
6/2/2022,23:49:27:992,14.97139263
6/2/2022,23:49:28:042,15.27487564
6/2/2022,23:49:28:092,15.21144295
6/2/2022,23:49:28:142,14.99004936
6/2/2022,23:49:28:192,14.72263718
6/2/2022,23:49:28:242,14.8121891
6/2/2022,23:49:28:292,14.78731346
6/2/2022,23:49:28:342,15.26741314
6/2/2022,23:49:28:392,15.40174103
6/2/2022,23:49:28:442,15.68905449
6/2/2022,23:49:28:492,15.28980064
6/2/2022,23:49:28:542,15.20646763
6/2/2022,23:49:28:592,15.58084583
6/2/2022,23:49:28:642,15.54104519
6/2/2022,23:49:28:692,15.53233814
6/2/2022,23:49:28:742,15.75497532
6/2/2022,23:49:28:792,15.54228878
6/2/2022,23:49:28:842,15.37313461
6/2/2022,23:49:28:892,14.94402981
6/2/2022,23:49:28:942,14.84950256
6/2/2022,23:49:28:992,14.69900513
6/2/2022,23:49:29:042,15.04353237
6/2/2022,23:49:29:092,14.8669157
6/2/2022,23:49:29:142,14.92039776
6/2/2022,23:49:29:192,14.69776154
6/2/2022,23:49:29:242,14.66666698
6/2/2022,23:49:29:292,14.07338333
6/2/2022,23:49:29:342,14.33457756
6/2/2022,23:49:29:392,14.24129391
6/2/2022,23:49:29:442,14.33333302
6/2/2022,23:49:29:492,14.79975128
6/2/2022,23:49:29:542,14.26119423
6/2/2022,23:49:29:592,15.00870609
6/2/2022,23:49:29:642,15.28606987
6/2/2022,23:49:29:693,15.08706474
6/2/2022,23:49:29:743,14.86815929
6/2/2022,23:49:29:793,14.6243782
6/2/2022,23:49:29:843,14.11567211
6/2/2022,23:49:29:893,14.24378109
6/2/2022,23:49:29:943,14.27363205
6/2/2022,23:50:29:943,15.09452724
6/2/2022,23:51:29:943,15.28233814
6/2/2022,23:52:29:943,15.17164135
6/2/2022,23:53:29:943,14.86069679
6/2/2022,23:54:29:943,14.96393013
6/2/2022,23:55:29:943,15.34204006
6/2/2022,23:56:29:943,15.36567211
6/2/2022,23:57:29:943,15.32960224
6/2/2022,23:58:29:943,15.16044807
6/2/2022,23:59:29:943,15.03233814
6/3/2022,00:00:29:943,14.95646763
6/3/2022,00:01:29:943,15.01990032
6/3/2022,00:02:29:943,14.81094551
6/3/2022,00:03:29:943,15.2574625
6/3/2022,00:04:29:943,14.96393013
6/3/2022,00:05:29:943,15.23756218
6/3/2022,00:06:29:943,14.95149231
6/3/2022,00:07:29:943,14.95771122
6/3/2022,00:08:29:943,14.9303484
6/3/2022,00:09:29:943,15.16417885
6/3/2022,00:10:29:943,15.13681602
6/3/2022,00:11:29:943,15.18407917
6/3/2022,00:12:29:943,14.80348301
6/3/2022,00:13:29:943,15.0472641
6/3/2022,00:14:29:943,15.31343269
6/3/2022,00:15:29:943,15.2027359
6/3/2022,00:16:29:943,15.15298462
6/3/2022,00:17:29:943,15.11567211
